finess;Raison_sociale;Enquete_obligatoire;Participation;Resultat_doc;doc_c_den_etbt;doc_c_etbt;doc_c_icbas_etbt;doc_c_ichaut_etbt;doc_c_pos_seuil_etbt;doc_c_pos_evol_etbt;Resultat_dtn;dtn2_c2_den_etbt;dtn2_c2_etbt;dtn2_c2_icbas_etbt;dtn2_c2_ichaut_etbt;dtn2_c2_pos_seuil_etbt;dtn2_c2_pos_evol_etbt;Lib_reg
130781768;M.REGIME/ CONVAL.LES PALMIERS;Oui;Oui;ES non contrôlé;80;88.75;80;95;B;;ES non contrôlé;80;100;100;100;A;Stable;PACA
130781834;CRF NOTRE DAME DE BON VOYAGE;Oui;Oui;ES non contrôlé;80;86.25;77;93;B;;ES non contrôlé;80;41.25;30;53;C;Négative;PACA
130781917;CENTRE MEDICAL PROVENCE AZUR;Oui;Oui;ES non contrôlé;80;58.75;47;70;C;;ES non contrôlé;80;70;59;80;B;Négative;PACA
130781925;CENTRE CARDIO-VASCUL. N.-DAME;Oui;Oui;ES non contrôlé;80;86.25;77;93;B;;ES non contrôlé;80;70;59;80;B;Stable;PACA
130782071;CLINIQUE DE L'ETANG DE L'OLIVIER;Oui;Oui;ES non contrôlé;80;72.5;61;82;B;;ES non contrôlé;80;100;100;100;A;Positive;PACA
130782097;CTRE DE CONVALESCENCE SIBOURG;Oui;Oui;ES non contrôlé;80;97.5;91;99;A;;ES non contrôlé;80;96.25;89;99;A;Stable;PACA
130782303;KORIAN VALDONNE;Oui;Oui;ES non contrôlé;80;93.75;86;98;A;;ES non contrôlé;80;97.5;91;99;A;Stable;PACA
130782444;CLIN DE SOINS DE SUITE CHATEAU FLORANS;Oui;Oui;ES non contrôlé;80;97.5;91;99;A;;ES non contrôlé;80;100;100;100;A;Stable;PACA
130782451;CENTRE LE MEDITERRANEE;Oui;Oui;ES non contrôlé;80;96.25;89;99;A;;ES non contrôlé;80;100;100;100;A;Stable;PACA
130782493;CTRE DE DIETETIQUE ST-LAURENT;Oui;Oui;ES non contrôlé;80;83.75;74;91;B;;ES non contrôlé;80;100;100;100;A;Stable;PACA
130782634;CH DE SALON;Oui;Oui;ES non contrôlé;80;98.75;93;99;A;;ES non contrôlé;80;90;81;96;A;Stable;PACA
130783152;CLINIQUE SPEC. STE ELISABETH;Oui;Oui;ES non contrôlé;43;93.02;81;99;A;;ES non contrôlé;25;84;64;96;B;Positive;PACA
130783475;MAISON DE REPOS ET CONV. L'ANGELUS;Oui;Oui;ES non contrôlé;80;85;75;92;B;;ES non contrôlé;80;93.75;86;98;A;Stable;PACA
130783665;CLINIQUE  DE BONNEVEINE;Oui;Oui;ES non contrôlé;53;94.34;84;99;A;;ES non contrôlé;53;84.91;72;93;B;Stable;PACA
130783871;C.R.R.F. ROSEMOND;Oui;Oui;ES non contrôlé;80;56.25;45;67;C;;ES non contrôlé;80;50;39;61;C;Stable;PACA
130784051;POLYCLINIQUE CLAIRVAL;Oui;Oui;ES non contrôlé;80;95;88;99;A;;ES non contrôlé;80;92.5;84;97;A;Stable;PACA
130784234;APHM HOPITAUX SUD;Oui;Oui;ES non contrôlé;80;95;88;99;A;;ES non contrôlé;80;72.5;61;82;B;Stable;PACA
130784580;CLIN.CARDIO-VASC.LA PROVENCALE;Oui;Oui;ES non contrôlé;80;95;88;99;A;;ES non contrôlé;80;97.5;91;99;A;Stable;PACA
130784598;CLINIQUE SPECIALISEE ST-MARTIN;Oui;Oui;ES non contrôlé;80;87.5;78;94;B;;ES non contrôlé;80;52.5;41;64;C;Négative;PACA
130784812;CLINIQUE SAINT BARNABE;Oui;Oui;ES non contrôlé;80;20;12;30;C;;ES non contrôlé;80;82.5;72;90;B;Positive;PACA
130784903;CL. MED.-CHIRURG. LA PHOCEANNE;Oui;Oui;ES non contrôlé;80;100;100;100;A;;ES non contrôlé;80;83.75;74;91;B;Positive;PACA
130784911;CLINIQUE DE SOINS DE SUITE LA SALETTE;Oui;Oui;ES non contrôlé;80;23.75;15;35;C;;ES non contrôlé;80;81.25;71;89;B;Positive;PACA
130784952;MAISON DE REPOS ET CONV. FERNANDE BERGER;Oui;Oui;ES non contrôlé;80;76.25;65;85;B;;ES non contrôlé;80;95;88;99;A;Stable;PACA
130785389;CLINIQUE CHANTECLER;Oui;Oui;ES non contrôlé;80;86.25;77;93;B;;ES non contrôlé;80;56.25;45;67;C;Stable;PACA
130785462;CLINIQUE LA CHENAIE;Oui;Oui;ES non contrôlé;80;85;75;92;B;;ES non contrôlé;80;78.75;68;87;B;Négative;PACA
130785975;CTRE GERONTOLOGIE LES OLIVIERS;Oui;Oui;ES non contrôlé;80;82.5;72;90;B;;ES non contrôlé;80;83.75;74;91;B;Positive;PACA
130785983;CENTRE SAINT-CHRISTOPHE;Oui;Oui;ES non contrôlé;80;63.75;52;74;C;;ES non contrôlé;80;96.25;89;99;A;Stable;PACA
130786023;CLINIQUE SAINT-BRUNO;Oui;Oui;ES non contrôlé;80;85;75;92;B;;ES non contrôlé;80;67.5;56;78;C;Stable;PACA
130786296;CTRE DE GERONTOLOG. LA PAGERIE;Oui;Oui;ES non contrôlé;80;83.75;74;91;B;;ES non contrôlé;80;100;100;100;A;Stable;PACA
130786742;HÔPITAL D'INSTRUCTION DES ARMÉES LAVERAN;Oui;Oui;ES non contrôlé;66;77.27;65;87;B;;ES non contrôlé;67;91.04;81;97;A;Stable;Service de santé des armées
130786924;CTRE REEDUC. FONCT.  VALMANTE;Oui;Oui;ES non contrôlé;80;45;34;57;C;;ES non contrôlé;80;70;59;80;B;Stable;PACA
130786932;CENTRE REEDUCATION PAUL CEZANNE;Oui;Oui;ES non contrôlé;80;98.75;93;99;A;;ES non contrôlé;80;97.5;91;99;A;Stable;PACA
130789159;CENTRE CARDIO VASCULAIRE VALMANT;Oui;Oui;ES non contrôlé;80;80;70;88;B;;ES non contrôlé;80;93.75;86;98;A;Positive;PACA
130789274;CH D'ARLES;Oui;Oui;ES non contrôlé;80;85;75;92;B;;ES non contrôlé;80;42.5;31;54;C;Stable;PACA
130789316;CH  DE  MARTIGUES;Oui;Oui;ES non contrôlé;80;100;100;100;A;;ES non contrôlé;80;86.25;77;93;B;Négative;PACA
130789357;CENTRE LES FEUILLADES;Oui;Oui;ES non contrôlé;80;88.75;80;95;B;;ES non contrôlé;80;90;81;96;A;Positive;PACA
130809981;KORIAN MASSILIA LES PINS;Oui;Oui;ES non contrôlé;80;93.75;86;98;A;;ES non contrôlé;80;83.75;74;91;B;Stable;PACA
140000035;CENTRE HOSPITALIER DE LISIEUX;Oui;Oui;ES non contrôlé;80;2.5;0;9;C;;ES non contrôlé;80;86.25;77;93;B;Stable;Normandie
140000084;CENTRE HOSPITALIER AUNAY S/ODON;Oui;Oui;ES non contrôlé;61;70.49;57;82;B;;ES non contrôlé;63;95.24;87;99;A;Stable;Normandie
140000092;CENTRE HOSPITALIER DE BAYEUX;Oui;Oui;ES non contrôlé;80;31.25;21;43;C;;ES non contrôlé;80;87.5;78;94;B;Négative;Normandie
140000118;CENTRE HOSPITALIER DE FALAISE;Oui;Oui;ES non contrôlé;80;82.5;72;90;B;;ES non contrôlé;80;86.25;77;93;B;Stable;Normandie
140000134;CENTRE HOSPITALIER DE PONT L'EVEQUE;Oui;Oui;ES non contrôlé;80;35;25;47;C;;ES non contrôlé;80;85;75;92;B;Stable;Normandie
140000159;CENTRE HOSPITALIER DE VIRE;Oui;Oui;ES non contrôlé;80;20;12;30;C;;ES non contrôlé;80;76.25;65;85;B;Négative;Normandie
140000258;POLYCLINIQUE DE DEAUVILLE;Oui;Oui;ES non contrôlé;80;33.75;24;45;C;;ES non contrôlé;80;93.75;86;98;A;Stable;Normandie
140000340;FONDATION DE LA MISÉRICORDE HÉROUVILLE SAINT CLAIR;Oui;Oui;ES non contrôlé;80;78.75;68;87;B;;ES non contrôlé;80;62.5;51;73;C;Stable;Normandie
140015975;RÉSIDENCE THALATTA (OUISTREHAM);Oui;Oui;ES non contrôlé;80;53.75;42;65;C;;ES non contrôlé;80;52.5;41;64;C;Négative;Normandie
140019175;CRF MANOIR D' APRIGNY - BAYEUX;Non;Oui;ES non contrôlé;4;100;;;Effectif < 10;;ES non contrôlé;0;;;;;;Normandie
140025123;CRF CAEN;Oui;Oui;ES non contrôlé;80;3.75;1;11;C;;ES non contrôlé;80;67.5;56;78;C;Positive;Normandie
140025255;KORIAN COTE NORMANDE - IFS;Oui;Oui;ES non contrôlé;80;87.5;78;94;B;;ES non contrôlé;80;66.25;55;76;C;Stable;Normandie
140026279;CENTRE HOSPITALIER DE LA CÔTE FLEURIE;Oui;Oui;ES non contrôlé;80;6.25;2;14;C;;ES non contrôlé;80;93.75;86;98;A;Stable;Normandie
140026709;POLYCLINIQUE DE DEAUVILLE-CRICQUEBOEUF;Oui;Oui;ES non contrôlé;34;85.29;69;95;B;;ES non contrôlé;34;97.06;85;99;A;Non Calculable;Normandie
150002608;CLINIQUE DU SOUFFLE;Oui;Oui;ES non contrôlé;80;88.75;80;95;B;;ES non contrôlé;80;93.75;86;98;A;Stable;Auvergne-Rhône-Alpes
150780096;C.H. HENRI MONDOR AURILLAC;Oui;Oui;ES non contrôlé;80;66.25;55;76;C;;ES non contrôlé;80;87.5;78;94;B;Positive;Auvergne-Rhône-Alpes
150780120;CLINIQUE DU HAUT CANTAL;Oui;Oui;ES non contrôlé;80;6.25;2;14;C;;ES non contrôlé;80;73.75;63;83;B;Stable;Auvergne-Rhône-Alpes
150780393;CENTRE HOSPITALIER PIERRE RAYNAL;Oui;Oui;ES non contrôlé;80;22.5;14;33;C;;ES non contrôlé;80;72.5;61;82;B;Stable;Auvergne-Rhône-Alpes
150780468;CENTRE HOSPITALIER MAURIAC;Oui;Oui;ES non contrôlé;53;83.02;70;92;B;;ES non contrôlé;58;79.31;67;89;B;Négative;Auvergne-Rhône-Alpes
150780500;CH DE MURAT;Oui;Non;ES non contrôlé;;;;;;;ES non contrôlé;;;;;;;Auvergne-Rhône-Alpes
150780708;CENTRE MEDICAL MAURICE DELORT;Oui;Oui;ES non contrôlé;80;13.75;7;23;C;;ES non contrôlé;80;67.5;56;78;C;Stable;Auvergne-Rhône-Alpes
150780732;C MC - AURILLAC;Oui;Oui;ES non contrôlé;80;47.5;36;59;C;;ES non contrôlé;80;98.75;93;99;A;Stable;Auvergne-Rhône-Alpes
160000121;HOPITAL LOCAL DE LA ROCHEFOUCAULD;Oui;Oui;ES non contrôlé;80;76.25;65;85;B;;ES non contrôlé;80;55;43;66;C;Stable;Nouvelle Aquitaine
160000451;CENTRE HOSPITALIER  ANGOULEME;Oui;Oui;ES non contrôlé;80;82.5;72;90;B;;ES non contrôlé;80;88.75;80;95;B;Stable;Nouvelle Aquitaine
160000485;CENTRE HOSPITALIER DE CONFOLENS;Oui;Oui;ES non contrôlé;80;23.75;15;35;C;;ES non contrôlé;80;63.75;52;74;C;Positive;Nouvelle Aquitaine
160000493;CENTRE HOSPITALIER DE RUFFEC;Oui;Oui;ES non contrôlé;80;72.5;61;82;B;;ES non contrôlé;80;88.75;80;95;B;Stable;Nouvelle Aquitaine
160006037;C. H. HOPITAUX DU SUD CHARENTE;Oui;Oui;ES non contrôlé;80;63.75;52;74;C;;ES non contrôlé;80;95;88;99;A;Stable;Nouvelle Aquitaine
160009080;C.R.F LES GLAMOTS;Oui;Oui;ES non contrôlé;80;86.25;77;93;B;;ES non contrôlé;80;95;88;99;A;Stable;Nouvelle Aquitaine
160012209;SARL CLINIQUE MAISON BLANCHE;Oui;Oui;ES non contrôlé;80;97.5;91;99;A;;ES non contrôlé;80;66.25;55;76;C;Positive;Nouvelle Aquitaine
160014411;CTRE HOSP INTERCOMM DU PAYS DE COGNAC;Oui;Oui;ES non contrôlé;80;26.25;17;37;C;;ES non contrôlé;80;95;88;99;A;Stable;Nouvelle Aquitaine
170024194;GROUPE HOSP. DE LA ROCHELLE-RE-AUNIS;Oui;Oui;ES non contrôlé;80;92.5;84;97;A;;ES non contrôlé;80;75;64;84;B;Positive;Nouvelle Aquitaine
170780043;CRF LA VILLA RICHELIEU;Oui;Oui;ES non contrôlé;80;75;64;84;B;;ES non contrôlé;80;88.75;80;95;B;Stable;Nouvelle Aquitaine
170780050;CENTRE HOSPITALIER DE JONZAC;Oui;Oui;ES non contrôlé;80;45;34;57;C;;ES non contrôlé;80;91.25;83;97;A;Négative;Nouvelle Aquitaine
170780068;MAISON DE CONVALESCENCE CHATEAU DE MORNAY;Oui;Oui;ES non contrôlé;80;46.25;35;58;C;;ES non contrôlé;80;83.75;74;91;B;Stable;Nouvelle Aquitaine
170780100;SARL MAIS.REPOS CHATEAU CLAVETTE;Oui;Oui;ES non contrôlé;80;90;81;96;A;;ES non contrôlé;80;73.75;63;83;B;Stable;Nouvelle Aquitaine
170780142;HOPITAL LOCAL ST PIERRE D'OLERON;Oui;Oui;ES non contrôlé;53;9.43;3;21;C;;ES non contrôlé;55;34.55;22;49;C;Négative;Nouvelle Aquitaine
170780167;CENTRE HOSPITALIER DE SAINT-JEAN-D'ANGELY;Oui;Oui;ES non contrôlé;80;76.25;65;85;B;;ES non contrôlé;80;95;88;99;A;Stable;Nouvelle Aquitaine
170780191;CENTRE HOSPITALIER DE ROYAN;Oui;Oui;ES non contrôlé;80;41.25;30;53;C;;ES non contrôlé;80;93.75;86;98;A;Positive;Nouvelle Aquitaine
170780209;CH DUBOIS MEYNARDIE MARENNES;Oui;Oui;ES non contrôlé;54;42.59;29;57;C;;ES non contrôlé;60;66.67;53;78;C;Négative;Nouvelle Aquitaine
170780225;C. H. ROCHEFORT-SUR-MER;Oui;Oui;ES non contrôlé;80;72.5;61;82;B;;ES non contrôlé;80;95;88;99;A;Positive;Nouvelle Aquitaine
170780266;CENTRE HOSPITALIER DE BOSCAMNANT;Oui;Oui;ES non contrôlé;80;98.75;93;99;A;;ES non contrôlé;80;98.75;93;99;A;Positive;Nouvelle Aquitaine
170780621;POLYCLINIQUE SAINT-GEORGES;Oui;Oui;ES non contrôlé;80;96.25;89;99;A;;ES non contrôlé;80;93.75;86;98;A;Non Calculable;Nouvelle Aquitaine
170780803;CENTRE HELIO MARIN;Oui;Oui;ES non contrôlé;43;23.26;12;39;C;;ES non contrôlé;6;50;;;Effectif < 10;Non Calculable;Nouvelle Aquitaine
170781199;CENTRE ALCOOLOGIQUE ALPHA;Oui;Oui;ES non contrôlé;80;95;88;99;A;;ES non contrôlé;80;90;81;96;A;Stable;Nouvelle Aquitaine
170803431;CARDIOCEAN S.A;Oui;Oui;ES non contrôlé;80;5;1;12;C;;ES non contrôlé;80;95;88;99;A;Stable;Nouvelle Aquitaine
180000028;C. H. J. COEUR  BOURGES;Oui;Oui;ES non contrôlé;80;67.5;56;78;C;;ES non contrôlé;80;61.25;50;72;C;Stable;Centre-Val de Loire
180000051;C. H. VIERZON;Oui;Oui;ES non contrôlé;80;22.5;14;33;C;;ES non contrôlé;80;38.75;28;50;C;Négative;Centre-Val de Loire
180000069;C. H. ST AMAND MONTROND;Oui;Oui;Recueil Validé;80;66.25;55;76;C;;Recueil Validé;80;46.25;35;58;C;Stable;Centre-Val de Loire
180000093;H. L. SANCERRE;Oui;Oui;ES non contrôlé;49;97.96;89;99;A;;ES non contrôlé;65;96.92;89;99;A;Stable;Centre-Val de Loire
180000598;CTRE DE READAPTATION GUILLAUME VARYE;Oui;Oui;ES non contrôlé;80;0;0;0;C;;ES non contrôlé;80;97.5;91;99;A;Stable;Centre-Val de Loire
190000042;CENTRE HOSPITALIER  BRIVE;Oui;Oui;ES non contrôlé;80;73.75;63;83;B;;ES non contrôlé;80;86.25;77;93;B;Stable;Nouvelle Aquitaine
190000059;CENTRE HOSPITALIER COEUR DE CORREZE;Oui;Oui;ES non contrôlé;80;50;39;61;C;;ES non contrôlé;80;85;75;92;B;Positive;Nouvelle Aquitaine
190000067;HOPITAL LOCAL  BORT LES ORGUES;Oui;Oui;ES non contrôlé;67;23.88;14;36;C;;ES non contrôlé;74;64.86;53;76;C;Stable;Nouvelle Aquitaine
190000075;CENTRE HOSPITALIER  USSEL;Oui;Oui;ES non contrôlé;80;90;81;96;A;;ES non contrôlé;80;96.25;89;99;A;Stable;Nouvelle Aquitaine
190002519;CH JEAN-MARIE DAUZIER - CORNIL;Oui;Oui;ES non contrôlé;56;10.71;4;22;C;;ES non contrôlé;56;75;62;86;B;Non Calculable;Nouvelle Aquitaine
190005694;RESID. ST JEAN LEZ CEDRES BRIVE;Oui;Oui;ES non contrôlé;80;75;64;84;B;;ES non contrôlé;80;92.5;84;97;A;Stable;Nouvelle Aquitaine
200100261;MAISON DE CONVALESCENCE ILE DE BEAUTE;Oui;Oui;ES non contrôlé;80;7.5;3;16;C;;ES non contrôlé;80;93.75;86;98;A;Non Calculable;Corse
210007399;SARL JOUVENCE NUTRITION;Non;Oui;ES non contrôlé;23;4.35;0;22;C;;ES non contrôlé;23;100;100;100;A;Stable;Bourgogne-Franche-Comté
210010443;CSSR LE RENOUVEAU;Oui;Oui;ES non contrôlé;57;28.07;17;42;C;;ES non contrôlé;57;40.35;28;54;C;Stable;Bourgogne-Franche-Comté
210012142;CTRE HOSPITALIER DE LA HAUTE COTE-D'OR - CH-HCO;Oui;Oui;ES non contrôlé;80;7.5;3;16;C;;ES non contrôlé;80;81.25;71;89;B;Stable;Bourgogne-Franche-Comté
210012175;HOSPICES CIVILS DE BEAUNE;Oui;Oui;ES non contrôlé;80;85;75;92;B;;ES non contrôlé;80;96.25;89;99;A;Positive;Bourgogne-Franche-Comté
210780144;CRF DIVIO;Oui;Oui;ES non contrôlé;80;92.5;84;97;A;;ES non contrôlé;80;67.5;56;78;C;Négative;Bourgogne-Franche-Comté
210780276;SSR EDITH CAVELL;Oui;Oui;ES non contrôlé;80;98.75;93;99;A;;ES non contrôlé;80;91.25;83;97;A;Stable;Bourgogne-Franche-Comté
210780292;C.R.B. LES ROSIERS;Oui;Oui;ES non contrôlé;80;13.75;7;23;C;;ES non contrôlé;80;78.75;68;87;B;Stable;Bourgogne-Franche-Comté
210780581;C.H.U. DE DIJON;Oui;Oui;ES non contrôlé;80;70;59;80;B;;ES non contrôlé;80;83.75;74;91;B;Positive;Bourgogne-Franche-Comté
210780631;HOPITAL LOCAL D'IS-SUR-TILLE;Oui;Oui;ES non contrôlé;48;4.17;0;14;C;;ES non contrôlé;50;68;53;81;B;Non Calculable;Bourgogne-Franche-Comté
210986741;S.A. MAISON DE JOUVENCE;Oui;Oui;ES non contrôlé;80;81.25;71;89;B;;ES non contrôlé;80;97.5;91;99;A;Positive;Bourgogne-Franche-Comté
210987046;CENTRE DE CONVALESCENCE;Oui;Oui;ES non contrôlé;80;57.5;46;69;C;;ES non contrôlé;80;78.75;68;87;B;Stable;Bourgogne-Franche-Comté
220000020;CENTRE HOSPITALIER ST BRIEUC;Oui;Oui;ES non contrôlé;80;43.75;33;55;C;;ES non contrôlé;80;100;100;100;A;Stable;Bretagne
220000046;CENTRE HOSPITALIER RENÉ PLÉVEN DINAN;Oui;Oui;ES non contrôlé;79;89.87;81;96;A;;ES non contrôlé;80;95;88;99;A;Stable;Bretagne
220000079;CENTRE HOSPITALIER GUINGAMP;Oui;Oui;ES non contrôlé;80;42.5;31;54;C;;ES non contrôlé;80;81.25;71;89;B;Stable;Bretagne
220000103;CENTRE HOSPITALIER LANNION;Oui;Oui;Recueil Validé;80;67.5;56;78;C;;Recueil Validé;80;98.75;93;99;A;Stable;Bretagne
220000152;CENTRE HOSPITALIER PAIMPOL;Oui;Oui;ES non contrôlé;80;96.25;89;99;A;;ES non contrôlé;80;98.75;93;99;A;Stable;Bretagne
220000236;CENTRE HOSPITALIER PLOUGUERNÉVEL;Oui;Oui;ES non contrôlé;71;66.2;54;77;C;;ES non contrôlé;79;98.73;93;99;A;Positive;Bretagne
220000467;MRC VELLEDA;Oui;Oui;Recueil Validé;80;52.5;41;64;C;;Recueil Validé;80;90;81;96;A;Stable;Bretagne
220000475;LES CHATELETS PLOUFRAGAN;Oui;Oui;ES non contrôlé;80;43.75;33;55;C;;ES non contrôlé;80;97.5;91;99;A;Positive;Bretagne
220005045;CENTRE HOSPITALIER TREGUIER;Oui;Oui;ES non contrôlé;80;42.5;31;54;C;;ES non contrôlé;80;95;88;99;A;Stable;Bretagne
220014708;CENTRE DE POST-CURE L'AVANCEE ST BRIEUC;Oui;Oui;ES non contrôlé;60;83.33;71;92;B;;ES non contrôlé;60;88.33;77;95;B;Négative;Bretagne
220021968;CENTRE HOSPITALIER DE LAMBALLE;Oui;Oui;ES non contrôlé;80;58.75;47;70;C;;ES non contrôlé;80;88.75;80;95;B;Stable;Bretagne
230780041;CENTRE HOSPITALIER  GUERET;Oui;Oui;ES non contrôlé;80;96.25;89;99;A;;ES non contrôlé;80;98.75;93;99;A;Positive;Nouvelle Aquitaine
230780058;CENTRE HOSPITALIER  AUBUSSON;Oui;Oui;ES non contrôlé;80;5;1;12;C;;ES non contrôlé;80;100;100;100;A;Positive;Nouvelle Aquitaine
230780066;CENTRE HOSPITALIER  BOURGANEUF;Oui;Oui;ES non contrôlé;80;51.25;40;63;C;;ES non contrôlé;80;82.5;72;90;B;Stable;Nouvelle Aquitaine
230780082;CTRE MEDICAL NATIONAL  STE FEYRE;Oui;Oui;ES non contrôlé;80;53.75;42;65;C;;ES non contrôlé;80;86.25;77;93;B;Négative;Nouvelle Aquitaine
230780512;CH MLS EVAUX LES BAINS;Oui;Oui;ES non contrôlé;80;98.75;93;99;A;;ES non contrôlé;80;82.5;72;90;B;Stable;Nouvelle Aquitaine
230780520;CH LA SOUTERRAINE;Oui;Oui;ES non contrôlé;80;98.75;93;99;A;;ES non contrôlé;80;97.5;91;99;A;Stable;Nouvelle Aquitaine
230782617;CRRF ANDRE LALANDE;Oui;Oui;ES non contrôlé;80;11.25;5;20;C;;ES non contrôlé;80;57.5;46;69;C;Négative;Nouvelle Aquitaine
240000034;CH DE LANMARY;Oui;Oui;ES non contrôlé;80;68.75;57;79;C;;ES non contrôlé;80;78.75;68;87;B;Négative;Nouvelle Aquitaine
240000042;HOPITAL LOCAL DE BELVES;Oui;Oui;ES non contrôlé;80;72.5;61;82;B;;ES non contrôlé;80;73.75;63;83;B;Négative;Nouvelle Aquitaine
240000067;HOPITAL LOCAL DE DOMME;Oui;Oui;ES non contrôlé;80;75;64;84;B;;ES non contrôlé;80;98.75;93;99;A;Stable;Nouvelle Aquitaine
240000075;HOPITAL LOCAL EXCIDEUIL;Oui;Oui;ES non contrôlé;80;17.5;10;28;C;;ES non contrôlé;80;71.25;60;81;B;Positive;Nouvelle Aquitaine
240000083;CH MONTPON;Oui;Oui;ES non contrôlé;40;62.5;46;77;C;;ES non contrôlé;40;100;100;100;A;Stable;Nouvelle Aquitaine
240000109;HOPITAL-LOCAL NONTRON;Oui;Oui;ES non contrôlé;67;47.76;35;60;C;;ES non contrôlé;78;100;100;100;A;Stable;Nouvelle Aquitaine
240000117;CENTRE HOSPITALIER PERIGUEUX;Oui;Oui;ES non contrôlé;80;76.25;65;85;B;;ES non contrôlé;80;71.25;60;81;B;Négative;Nouvelle Aquitaine
240000141;HOPITAL LOCAL DE SAINT ASTIER;Oui;Oui;ES non contrôlé;80;37.5;27;49;C;;ES non contrôlé;80;96.25;89;99;A;Stable;Nouvelle Aquitaine
240000208;CLINIQUE PASTEUR;Oui;Oui;ES non contrôlé;80;57.5;46;69;C;;ES non contrôlé;80;90;81;96;A;Stable;Nouvelle Aquitaine
240000273;CTRE CONVALESCENCE LES FOUGERES;Oui;Oui;ES non contrôlé;80;95;88;99;A;;ES non contrôlé;80;95;88;99;A;Stable;Nouvelle Aquitaine
240000307;LE CHATEAU DE BASSY;Oui;Oui;ES non contrôlé;80;95;88;99;A;;ES non contrôlé;80;90;81;96;A;Positive;Nouvelle Aquitaine
240000448;CENTRE HOSPITALIER JEAN LECLAIRE;Oui;Oui;ES non contrôlé;77;93.51;85;98;A;;ES non contrôlé;80;31.25;21;43;C;Négative;Nouvelle Aquitaine
240000661;LA JOIE DE VIVRE;Oui;Oui;ES non contrôlé;80;91.25;83;97;A;;ES non contrôlé;80;97.5;91;99;A;Stable;Nouvelle Aquitaine
240002402;C.R.F  LA  LANDE;Oui;Oui;ES non contrôlé;80;61.25;50;72;C;;ES non contrôlé;80;31.25;21;43;C;Négative;Nouvelle Aquitaine
240008318;CENTRE LE VERGER DES BALANS;Oui;Oui;ES non contrôlé;64;70.31;58;81;B;;ES non contrôlé;64;84.38;73;92;B;Stable;Nouvelle Aquitaine
240016055;CH INTERCOMMUNAL RIBERAC DRONNE DOUBLE;Oui;Oui;ES non contrôlé;80;56.25;45;67;C;;ES non contrôlé;80;50;39;61;C;Non Calculable;Nouvelle Aquitaine
250000015;CHU BESANCON;Oui;Oui;ES non contrôlé;62;17.74;9;30;C;;ES non contrôlé;62;8.06;3;18;C;Stable;Bourgogne-Franche-Comté
250000221;HL P NAPPEZ MORTEAU;Oui;Oui;ES non contrôlé;80;55;43;66;C;;ES non contrôlé;80;92.5;84;97;A;Positive;Bourgogne-Franche-Comté
250000239;HL STE CROIX BAUME LES DAMES;Oui;Oui;ES non contrôlé;80;53.75;42;65;C;;ES non contrôlé;80;96.25;89;99;A;Positive;Bourgogne-Franche-Comté
250000270;CLINIQUE SAINT-VINCENT;Oui;Oui;ES non contrôlé;80;62.5;51;73;C;;ES non contrôlé;80;88.75;80;95;B;Stable;Bourgogne-Franche-Comté
250000288;CLINIQUE SAINT PIERRE;Oui;Oui;ES non contrôlé;80;91.25;83;97;A;;ES non contrôlé;80;86.25;77;93;B;Stable;Bourgogne-Franche-Comté
250000452;CHI DE HAUTE-COMTÉ;Oui;Oui;ES non contrôlé;38;100;100;100;A;;ES non contrôlé;36;94.44;81;99;A;Positive;Bourgogne-Franche-Comté
250000478;HOPITAL RURAL ORNANS;Oui;Oui;ES non contrôlé;80;76.25;65;85;B;;ES non contrôlé;80;76.25;65;85;B;Stable;Bourgogne-Franche-Comté
250000544;CENTRE DE RÉADAPTATION ET RÉÉDUCATION LES SALINS D;Oui;Oui;ES non contrôlé;32;71.88;53;86;B;;ES non contrôlé;20;75;51;91;B;Stable;Bourgogne-Franche-Comté
250000569;CENTRE DE SOINS DES TILLEROYES;Oui;Oui;ES non contrôlé;80;67.5;56;78;C;;ES non contrôlé;80;92.5;84;97;A;Stable;Bourgogne-Franche-Comté
250002839;ETABLISSEMENT DE SANTE DE QUINGEY;Oui;Oui;ES non contrôlé;80;100;100;100;A;;ES non contrôlé;80;36.25;26;48;C;Stable;Bourgogne-Franche-Comté
260000021;CENTRE HOSPITALIER DE VALENCE;Oui;Oui;ES non contrôlé;80;63.75;52;74;C;;ES non contrôlé;80;92.5;84;97;A;Stable;Auvergne-Rhône-Alpes
260000047;GROUPEMENT HOSPITALIER PORTES DE PROVENCE;Oui;Oui;ES non contrôlé;80;85;75;92;B;;ES non contrôlé;80;70;59;80;B;Stable;Auvergne-Rhône-Alpes
260000088;CH DE NYONS;Oui;Oui;ES non contrôlé;80;32.5;22;44;C;;ES non contrôlé;80;96.25;89;99;A;Positive;Auvergne-Rhône-Alpes
260000096;CH DE BUIS LES BARONNIES;Oui;Oui;ES non contrôlé;62;0;0;0;C;;ES non contrôlé;64;39.06;27;52;C;Positive;Auvergne-Rhône-Alpes
260000104;CENTRE HOSPITALIER DE DIE;Oui;Oui;ES non contrôlé;57;89.47;78;96;B;;ES non contrôlé;58;37.93;25;52;C;Stable;Auvergne-Rhône-Alpes
260000153;CENTRE MEDICAL SAINTE CATHERINE;Oui;Oui;ES non contrôlé;80;87.5;78;94;B;;ES non contrôlé;80;88.75;80;95;B;Stable;Auvergne-Rhône-Alpes
