finess;rs_finess;finess_geo;rs_finess_geo;region;participation;Depot;nb_rep_score_all_rea_ajust;score_all_rea_ajust;classement;evolution;nb_rep_score_accueil_rea_ajust;score_accueil_rea_ajust;nb_rep_score_PECinf_rea_ajust;score_PECinf_rea_ajust;nb_rep_score_PECmed_rea_ajust;score_PECmed_rea_ajust;nb_rep_score_chambre_rea_ajust;score_chambre_rea_ajust;nb_rep_score_repas_rea_ajust;score_repas_rea_ajust;nb_rep_score_sortie_rea_ajust;score_sortie_rea_ajust;taux_reco_brut;nb_reco_brut
130785389;CLINIQUE CHANTECLER;130785389;CLINIQUE CHANTECLER;PACA;1- Obligatoire;1- Oui;80;75,83;B;2-Stable;80;78.45;80;83.76;80;81.95;80;72.7;80;62.11;80;64.2;57,5;80
130785652;HOPITAL SAINT JOSEPH;130785652;HOPITAL SAINT JOSEPH;PACA;1- Obligatoire;1- Oui;1603;72,23;C;2-Stable;1603;72.28;1603;80.16;1603;79.08;1603;70.21;1603;65.22;1603;60.1;59,7;1601
130785678;HOPITAL PRIVE MARSEILLE VERT COTEAU;130785678;HOPITAL PRIVE VERT COTEAU BEAUREGARD;PACA;1- Obligatoire;1- Oui;211;74,9;B;2-Stable;211;76.86;211;80.59;211;80.92;211;71.42;211;65.99;211;64.86;39;210
130786361;POLYCLIN PARC RAMBOT HOP PRIV PROVENCE;130786361;POLYCLIN PARC RAMBOT HOP PRIV PROVENCE;PACA;1- Obligatoire;1- Oui;358;72,67;C;2-Stable;358;70.67;358;80.93;358;82.58;358;68.64;358;51.43;358;66.23;54,9;357
130786445;MATERNITE CATHOLIQUE DE PROVENCE L'ETOILE;130786445;MATERNITE CATHOLIQUE PROVENCE L'ETOILE;PACA;1- Obligatoire;1- Oui;1082;76,97;B;2-Stable;1082;80.95;1082;83.83;1082;81.29;1082;76.68;1082;63.37;1082;64.61;76,4;1082
130786742;HOPITAL D'INSTRUCTION DES ARMEES LAVERAN;130786742;HIA LAVERAN;PACA;1- Obligatoire;1- Oui;115;72,72;C;2-Stable;115;72.04;115;81.59;115;82.97;115;63.99;115;50.24;115;67.72;50,4;115
130789159;CENTRE CARDIO VASCULAIRE VALMANTE;130789159;CENTRE CARDIO VASCULAIRE VALMANTE;PACA;2- Facultatif;1- Oui;;;DI;;;;;;;;;;;;;;;
130786049;ASSISTANCE PUBLIQUE DES HOPITAUX DE MARSEILLE;130804297;APHM HOPITAL LA TIMONE ENFANTS;PACA;1- Obligatoire;1- Oui;559;64,52;D;2-Stable;559;60.15;559;75.27;559;75.65;559;50.86;559;41.84;559;62.16;41;558
130810740;CLINIQUE AXIUM;130810740;CLINIQUE AXIUM;PACA;1- Obligatoire;1- Oui;321;74,9;B;2-Stable;321;73.24;321;82.95;321;83.73;321;70.43;321;62.48;321;65.51;59,7;320
140000035;CENTRE HOSPITALIER DE LISIEUX;140000027;CENTRE HOSPITALIER DE LISIEUX;Normandie;1- Obligatoire;1- Oui;79;65,26;D;2-Stable;79;65.49;79;74.32;79;69.93;79;65.99;79;51.81;79;54.26;22,8;79
140000100;CENTRE HOSPITALIER REGIONAL UNIVERSITAIRE;140000209;CHU COTE DE NACRE - CAEN;Normandie;1- Obligatoire;1- Oui;537;70,94;C;3-Amélioration;537;71.97;537;79.99;537;78.84;537;64.31;537;51.61;537;62.29;43,3;536
140000118;CENTRE HOSPITALIER DE FALAISE;140000233;CENTRE HOSPITALIER DE FALAISE;Normandie;1- Obligatoire;1- Oui;59;73,17;C;4-Non calculable;59;69.77;59;80.9;59;79.56;59;69.15;59;71.48;59;64.87;54,2;59
140000290;CLINIQUE NOTRE DAME - VIRE;140000290;CLINIQUE NOTRE DAME - VIRE;Normandie;1- Obligatoire;1- Oui;86;76,46;B;4-Non calculable;86;75.75;86;81.37;86;80.05;86;78.79;86;66.92;86;67.55;67,4;86
140000159;CENTRE HOSPITALIER DE VIRE;140000373;CENTRE HOSPITALIER DE VIRE;Normandie;1- Obligatoire;1- Oui;;;NV;;;;;;;;;;;;;;;
140000555;CENTRE REGIONAL DE LUTTE CONTRE LE CANCER FRANCOIS BACLESSE;140000555;CRLCC FRANCOIS BACLESSE - CAEN;Normandie;1- Obligatoire;1- Oui;262;78,62;A;2-Stable;262;77.74;262;86.5;262;84.32;262;77.31;262;62.48;262;70.19;79,8;262
140000100;CENTRE HOSPITALIER REGIONAL UNIVERSITAIRE;140004383;CHR GEORGES CLEMENCEAU - CAEN;Normandie;1- Obligatoire;1- Oui;;;NV;;;;;;;;;;;;;;;
140016759;POLYCLINIQUE DU PARC - CAEN;140016759;POLYCLINIQUE DU PARC - CAEN;Normandie;1- Obligatoire;1- Oui;662;73,29;C;2-Stable;662;72.12;662;80.69;662;80.24;662;70.55;662;65.48;662;63.68;59,5;662
140017237;HOPITAL PRIVE ST MARTIN-CAEN;140017237;HOPITAL PRIVE ST MARTIN-CAEN;Normandie;1- Obligatoire;1- Oui;1052;75,77;B;2-Stable;1052;77.44;1052;82.72;1052;83.13;1052;74.1;1052;59;1052;65.14;66,1;1048
140018730;POLYCLINIQUE DE LISIEUX;140018730;POLYCLINIQUE DE LISIEUX;Normandie;1- Obligatoire;1- Oui;74;77,53;A;4-Non calculable;74;79.89;74;81.31;74;80.78;74;75.62;74;64.98;74;72.8;62,2;74
140000092;CENTRE HOSPITALIER DE BAYEUX;140024886;CENTRE HOSPITALIER - AUNAY-BAYEUX;Normandie;1- Obligatoire;2- Non;;;NR;;;;;;;;;;;;;;;
140026279;CENTRE HOSPITALIER DE LA COTE FLEURIE;140026410;CH COTE FLEURIE - SITE DE CRICQUEBOEUF;Normandie;1- Obligatoire;1- Oui;;;NV;;;;;;;;;;;;;;;
140026709;POLYCLINIQUE DE DEAUVILLE-CRICQUEBOEUF;140026709;POLYCLINIQUE DE DEAUVILLE-CRICQUEBOEUF;Normandie;1- Obligatoire;1- Oui;106;76,21;B;2-Stable;106;79.35;106;81.39;106;81.67;106;79.86;106;53.74;106;65.92;61,3;106
150780088;CENTRE HOSPITALIER DE SAINT FLOUR;150000032;CENTRE HOSPITALIER DE SAINT-FLOUR;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;34;80,88;A;4-Non calculable;34;81.12;34;86.61;34;86.1;34;82.17;34;69.03;34;72.52;73,5;34
150780096;CENTRE HOSPITALIER H.MONDOR;150000040;CENTRE HOSPITALIER HENRI MONDOR;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;208;69,39;D;2-Stable;208;66.48;208;79.88;208;78.39;208;63.21;208;54.78;208;61.82;34,8;207
150780468;CENTRE HOSPITALIER DE MAURIAC;150000164;CENTRE HOSPITALIER DE MAURIAC;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;;;NV;;;;;;;;;;;;;;;
150780732;CENTRE MEDICO-CHIRURGICAL DE TRONQUIERES;150780732;CENTRE MEDICO CHIRURGICAL TRONQUIERES;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;146;75,97;B;2-Stable;146;77.75;146;81.82;146;82.89;146;72.02;146;65.39;146;66.49;53,8;145
160000170;CLINIQUE SAINT-JOSEPH - ANGOULEME;160000170;CLINIQUE SAINT-JOSEPH;Nouvelle Aquitaine;1- Obligatoire;1- Oui;147;75,09;B;2-Stable;147;70.66;147;83.37;147;83.97;147;70.87;147;63.55;147;69.36;61,2;147
160000451;CENTRE HOSPITALIER D'ANGOULEME;160000253;CENTRE HOSPITALIER D'ANGOULEME;Nouvelle Aquitaine;1- Obligatoire;1- Oui;301;72,22;C;2-Stable;301;70.59;301;81.12;301;79.57;301;74.84;301;54.35;301;61.09;53,2;301
160000279;CLINIQUE DE COGNAC;160000279;CLINIQUE DE COGNAC;Nouvelle Aquitaine;1- Obligatoire;1- Oui;;;NV;;;;;;;;;;;;;;;
160006037;CH HOPITAUX DU SUD CHARENTE;160000303;CH HOPITAUX SUD-CHARENTE - BARBEZIEUX;Nouvelle Aquitaine;1- Obligatoire;1- Oui;;;NV;;;;;;;;;;;;;;;
160000485;CENTRE HOSPITALIER DE CONFOLENS;160000311;CENTRE HOSPITALIER - CONFOLENS;Nouvelle Aquitaine;1- Obligatoire;1- Oui;;;NV;;;;;;;;;;;;;;;
160000493;CENTRE HOSPITALIER DE RUFFEC;160000337;CENTRE HOSPITALIER DE RUFFEC;Nouvelle Aquitaine;2- Facultatif;1- Oui;;;DI;;;;;;;;;;;;;;;
160000519;CENTRE HOSPITALIER DE CHATEAUNEUF;160000360;CTRE HOSPITALIER DE CHATEAUNEUF;Nouvelle Aquitaine;2- Facultatif;1- Oui;;;DI;;;;;;;;;;;;;;;
160013207;CENTRE CLINICAL SA;160013207;CENTRE CLINICAL SA;Nouvelle Aquitaine;1- Obligatoire;1- Oui;482;76,49;B;1-Diminution;482;80.2;482;81.87;482;81.94;482;76.1;482;61.41;482;65.62;62,9;482
160014411;CTRE HOSP INTERCOMM DU PAYS DE COGNAC;160015368;CHI DU PAYS DE COGNAC;Nouvelle Aquitaine;1- Obligatoire;1- Oui;123;74,19;B;2-Stable;123;75.03;123;81.95;123;79.35;123;78.35;123;59.56;123;61.29;55,3;123
170780050;CENTRE HOSPITALIER DE JONZAC;170000038;CENTRE HOSPITALIER JONZAC;Nouvelle Aquitaine;1- Obligatoire;1- Oui;;;NV;;;;;;;;;;;;;;;
170024194;CH GROUPE HOSPITALIER DE LA ROCHELLE-RE-AUNIS;170000087;HOPITAL SAINT-LOUIS - LA ROCHELLE;Nouvelle Aquitaine;1- Obligatoire;1- Oui;1206;71,18;C;3-Amélioration;1206;69.94;1206;80.02;1206;78.48;1206;69.1;1206;56.71;1206;61.57;45,8;1205
170780167;CH DE SAINT-JEAN D'ANGELY;170000095;CENTRE HOSPITALIER ST-JEAN D'ANGELY;Nouvelle Aquitaine;1- Obligatoire;1- Oui;;;NV;;;;;;;;;;;;;;;
170780175;CTRE HOSP. DE SAINTONGE - SAINTES;170000103;CTRE HOSP. DE SAINTONGE - SAINTES;Nouvelle Aquitaine;1- Obligatoire;1- Oui;;;NV;;;;;;;;;;;;;;;
170780191;CENTRE HOSPITALIER DE ROYAN;170000129;CENTRE HOSPITALIER ROYAN;Nouvelle Aquitaine;1- Obligatoire;1- Oui;49;75,31;B;3-Amélioration;49;78.38;49;82.12;49;81.56;49;69.08;49;68.24;49;66.05;42,9;49
170780225;CENTRE HOSPITALIER ROCHEFORT;170000152;CENTRE HOSPITALIER ROCHEFORT;Nouvelle Aquitaine;1- Obligatoire;1- Oui;573;73,66;C;2-Stable;573;74.68;573;81.36;573;79.56;573;72.64;573;59.06;573;63.51;53,3;572
170780563;ETAB. DE SOINS PASTEUR - ROYAN;170780563;ETAB. DE SOINS PASTEUR - ROYAN;Nouvelle Aquitaine;1- Obligatoire;1- Oui;547;77,29;B;1-Diminution;547;78.81;547;82.93;547;81.92;547;74.73;547;65.83;547;70.46;70,4;547
170780613;CLINIQUE DU MAIL - LA ROCHELLE;170780613;CLINIQUE DU MAIL;Nouvelle Aquitaine;1- Obligatoire;1- Oui;402;76,67;B;2-Stable;402;76.01;402;84.26;402;84.29;402;74.03;402;53.44;402;71.57;61,1;401
170780621;POLYCLINIQUE SAINT GEORGES;170780621;POLYCLINIQUE SAINT GEORGES;Nouvelle Aquitaine;1- Obligatoire;1- Oui;;;NV;;;;;;;;;;;;;;;
170780647;CLINIQUE RICHELIEU - SAINTES;170780647;CLINIQUE RICHELIEU - SAINTES;Nouvelle Aquitaine;2- Facultatif;1- Oui;36;77,64;A;4-Non calculable;36;80.75;36;83.3;36;82.89;36;78.44;36;66.3;36;65.81;63,9;36
170780662;CAPIO CLINIQUE DE L'ATLANTIQUE;170780662;CLINIQUE DE L'ATLANTIQUE;Nouvelle Aquitaine;1- Obligatoire;1- Oui;138;76,86;B;2-Stable;138;77.3;138;83.38;138;82.43;138;76.43;138;56.01;138;70.82;73;137
180000028;CH JACQUES COEUR  DE BOURGES;180000010;CH  BOURGES - JACQUES COEUR;Centre-Val de Loire;1- Obligatoire;1- Oui;36;73,95;C;1-Diminution;36;72.99;36;82.84;36;79.29;36;67.91;36;65.89;36;66.39;52,8;36
180000051;CH DE VIERZON;180000200;CH DE VIERZON;Centre-Val de Loire;1- Obligatoire;1- Oui;50;72,8;C;4-Non calculable;50;71.94;50;79.87;50;78.93;50;73.77;50;64.38;50;60.2;60;50
180000069;CH DE SAINT AMAND-MONTROND;180000283;CH SAINT AMAND-MONTROND;Centre-Val de Loire;1- Obligatoire;1- Oui;32;77,45;A;4-Non calculable;32;78.78;32;86.38;32;84.81;32;75.41;32;62.32;32;64.32;54,8;31
180000358;CLINIQUE DES GRAINETIERES;180000358;CLINIQUE DES GRAINETIERES;Centre-Val de Loire;1- Obligatoire;1- Oui;78;76;B;2-Stable;78;78.05;78;82.42;78;79.54;78;75.46;78;65.26;78;67.11;69,2;78
180004145;HOPITAL PRIVE GUILLAUME DE VARYE;180004145;HOPITAL PRIVE GUILLAUME DE VARYE;Centre-Val de Loire;1- Obligatoire;1- Oui;281;75,87;B;2-Stable;281;77.5;281;82.16;281;81.27;281;75.87;281;60.93;281;65.51;67;279
190000042;CENTRE HOSPITALIER DUBOIS BRIVE;190000018;CENTRE HOSPITALIER DUBOIS BRIVE;Nouvelle Aquitaine;1- Obligatoire;1- Oui;118;69,95;D;1-Diminution;118;65.36;118;79.16;118;75.9;118;72.73;118;64.99;118;58.33;34,7;118
190000059;CENTRE HOSPITALIER COEUR DE CORREZE;190000026;CENTRE HOSPITALIER COEUR DE CORREZE;Nouvelle Aquitaine;1- Obligatoire;1- Oui;169;74,89;B;2-Stable;169;72.57;169;84.14;169;82.29;169;71.52;169;57.71;169;68.24;63,9;169
190000075;CENTRE HOSPITALIER D'USSEL;190000091;CENTRE HOSPITALIER D'USSEL;Nouvelle Aquitaine;1- Obligatoire;1- Oui;63;71,65;C;1-Diminution;63;72.07;63;81.17;63;76.79;63;71.2;63;65.17;63;56.85;46;63
190000224;CLINIQUE LES CEDRES BRIVE;190000224;CLINIQUE LES CEDRES BRIVE;Nouvelle Aquitaine;1- Obligatoire;1- Oui;199;75,35;B;2-Stable;199;77.72;199;81.64;199;82.26;199;73.52;199;52.75;199;67.51;60,3;199
190000257;CLINIQUE  SAINT-GERMAIN  BRIVE;190000257;CLINIQUE  SAINT-GERMAIN  BRIVE;Nouvelle Aquitaine;1- Obligatoire;1- Oui;138;78,21;A;3-Amélioration;138;78.74;138;84.71;138;82.97;138;75.82;138;64.95;138;71.03;60,1;138
210011847;POLYCLINIQUE DU PARC DREVON;210011847;POLYCLINIQUE DU PARC DREVON;Bourgogne-Franche-Comté;1- Obligatoire;1- Oui;134;73,15;C;2-Stable;134;72.56;134;80.2;134;81.38;134;66.88;134;59.2;134;66.03;50,7;134
210012670;HOPITAL PRIVE DIJON BOURGOGNE;210012670;HOPITAL PRIVE DIJON BOURGOGNE;Bourgogne-Franche-Comté;1- Obligatoire;1- Oui;942;73,92;C;2-Stable;942;73.24;942;81.09;942;81.72;942;79.7;942;57.14;942;59.97;53,3;942
210780789;CLINIQUE MUTUALISTE BENIGNE-JOLY A TALANT;210780789;CLINIQUE MUTUALISTE BENIGNE JOLY;Bourgogne-Franche-Comté;1- Obligatoire;1- Oui;168;76,06;B;2-Stable;168;74.57;168;83.71;168;83.85;168;74.98;168;62.33;168;65.99;65,3;167
210780581;CENTRE HOSPITALIER UNIVERSITAIRE DE DIJON;210987558;HOPITAL LE BOCAGE CHRU DIJON;Bourgogne-Franche-Comté;1- Obligatoire;1- Oui;2189;71,95;C;2-Stable;2189;72.68;2189;80.13;2189;78.55;2189;70.19;2189;59.67;2189;60.37;58,2;2184
210012175;HOSPICES CIVILS DE BEAUENE;210987657;HOSPICES CIVILS DE BEAUNE;Bourgogne-Franche-Comté;1- Obligatoire;1- Oui;62;74,73;B;4-Non calculable;62;78.07;62;83.35;62;80.45;62;67.73;62;69.35;62;60.57;74,2;62
210012142;CENTRE HOSPITALIER DE LA HAUTE COTE-D'OR;210987665;CH HCO SITE DE CHATILLON SUR SEINE;Bourgogne-Franche-Comté;1- Obligatoire;1- Oui;;;NV;;;;;;;;;;;;;;;
210012142;CENTRE HOSPITALIER DE LA HAUTE COTE-D'OR;210987673;CH HCO SITE DE MONTBARD;Bourgogne-Franche-Comté;1- Obligatoire;1- Oui;;;DI;;;;;;;;;;;;;;;
210012142;CENTRE HOSPITALIER DE LA HAUTE COTE-D'OR;210987681;CH HCO SITE DE SAULIEU;Bourgogne-Franche-Comté;2- Facultatif;1- Oui;;;DI;;;;;;;;;;;;;;;
210780706;CENTRE HOSPITALIER ROBERT MORLEVAT SEMUR EN AUXOIS;210987699;CENTRE HOSPITALIER ROBERT MORLEVAT;Bourgogne-Franche-Comté;1- Obligatoire;1- Oui;318;71,64;C;2-Stable;318;71.71;318;80.18;318;76.22;318;72.31;318;63.29;318;59.25;46,2;318
210987731;CENTRE DE LUTTE CONTRE LE CANCER GEORGES-FRANCOIS LECLERC;210987731;CLCC GEORGES-FRANCOIS LECLERC;Bourgogne-Franche-Comté;1- Obligatoire;1- Oui;189;80,69;A;2-Stable;189;79.6;189;86.9;189;85.29;189;77.94;189;84.5;189;69.62;84;187
220000020;CENTRE HOSPITALIER DE SAINT BRIEUC;220000012;CENTRE HOSPITALIER YVES LE FOLL;Bretagne;1- Obligatoire;1- Oui;539;74,44;B;2-Stable;539;75.57;539;82.44;539;80.88;539;71.21;539;61.51;539;64.52;58,8;537
220000046;CENTRE HOSPITALIER DINAN;220000095;CTRE HOSPITALIER DINAN;Bretagne;1- Obligatoire;1- Oui;;;NV;;;;;;;;;;;;;;;
220000111;POLYCLINIQUE DU TREGOR;220000111;POLYCLINIQUE DU TREGOR;Bretagne;1- Obligatoire;1- Oui;117;78,49;A;2-Stable;117;83.19;117;83.92;117;83.74;117;78.21;117;58.21;117;67.76;75,9;116
220000079;CENTRE HOSPITALIER GUINGAMP;220000343;CENTRE HOSPITALIER GUINGAMP;Bretagne;1- Obligatoire;1- Oui;99;78,87;A;2-Stable;99;78.21;99;85.86;99;82.79;99;78.22;99;64.63;99;73.57;72,7;99
220000103;CENTRE HOSPITALIER GENERAL -  LANNION;220000368;CENTRE HOSPITALIER LANNION;Bretagne;1- Obligatoire;1- Oui;226;70,53;D;1-Diminution;226;72.7;226;80.03;226;77.1;226;65.62;226;57.97;226;58.94;41,8;225
220000152;CENTRE HOSPITALIER GENERAL DE PAIMPOL;220000541;CENTRE HOSPITALIER PAIMPOL;Bretagne;1- Obligatoire;1- Oui;;;NV;;;;;;;;;;;;;;;
220005599;POLYCLINIQUE DU PAYS DE RANCE;220005599;POLYCLINIQUE DU PAYS DE RANCE;Bretagne;1- Obligatoire;1- Oui;87;78,94;A;2-Stable;87;78.94;87;84.31;87;84.35;87;76.79;87;57.29;87;76.15;65,5;87
220022800;HOPITAL PRIVE DES COTES D'ARMOR;220022800;HOPITAL PRIVÉ DES COTES D'ARMOR;Bretagne;1- Obligatoire;1- Oui;297;78,17;A;2-Stable;297;80.56;297;83.71;297;83.61;297;82.2;297;60.18;297;66.01;70;297
230780041;CENTRE HOSPITALIER DE GUERET;230000820;CENTRE HOSPITALIER GUERET;Nouvelle Aquitaine;1- Obligatoire;1- Oui;;;NV;;;;;;;;;;;;;;;
230780082;CENTRE MEDICAL NATIONAL ALFRED LEUNE - MGEN;230780082;CENTRE MEDICAL NATIONAL SAINTE FEYRE;Nouvelle Aquitaine;1- Obligatoire;1- Oui;38;76,38;B;4-Non calculable;38;80.59;38;83.77;38;81.22;38;77.82;38;63.61;38;60.94;71,1;38
230780157;CLINIQUE DE LA MARCHE GUERET;230780157;CLINIQUE DE LA MARCHE GUERET;Nouvelle Aquitaine;1- Obligatoire;1- Oui;55;76,33;B;1-Diminution;55;72.94;55;83;55;84.37;55;72.57;55;64.03;55;70.75;50,9;55
240000190;SOCIETE ANONYME POLYCLINIQUE FRANCHEVILLE;240000190;POLYCLINIQUE FRANCHEVILLE;Nouvelle Aquitaine;1- Obligatoire;1- Oui;205;75,92;B;2-Stable;205;73.31;205;83.56;205;84.48;205;72.53;205;55.52;205;71.39;61;205
240000208;CLINIQUE PASTEUR;240000208;CLINIQUE PASTEUR;Nouvelle Aquitaine;1- Obligatoire;1- Oui;69;76,43;B;2-Stable;69;77.95;69;85.09;69;83.12;69;73.52;69;57.46;69;65.49;58;69
240000216;SA CLINIQUE DU PARC;240000216;CLINIQUE DU PARC;Nouvelle Aquitaine;1- Obligatoire;1- Oui;;;NV;;;;;;;;;;;;;;;
240000059;CENTRE HOSPITALIER SAMUEL POZZI;240000372;C.H DE BERGERAC;Nouvelle Aquitaine;1- Obligatoire;2- Non;;;NR;;;;;;;;;;;;;;;
240000117;CENTRE HOSPITALIER DE PERIGUEUX;240000489;CENTRE HOSPITALIER DE PERIGUEUX;Nouvelle Aquitaine;1- Obligatoire;1- Oui;;;NV;;;;;;;;;;;;;;;
240000448;CENTRE HOSPITALIER JEAN LECLAIRE;240000687;CENTRE HOSPITALIER SARLAT;Nouvelle Aquitaine;1- Obligatoire;1- Oui;48;76,36;B;4-Non calculable;48;75.97;48;85.91;48;83.65;48;70.85;48;58.97;48;69.73;61,7;47
250000270;CAPIO CLINIQUE SAINT VINCENT BESANCON;250000270;CAPIO CLINIQUE SAINT VINCENT BESANCON;Bourgogne-Franche-Comté;1- Obligatoire;1- Oui;519;77,32;A;3-Amélioration;519;78.72;519;83.37;519;84.38;519;73.07;519;59.96;519;71.3;70,1;518
250000221;CH PAUL NAPPEZ MORTEAU;250000627;CH PAUL NAPPEZ MORTEAU;Bourgogne-Franche-Comté;2- Facultatif;1- Oui;;;DI;;;;;;;;;;;;;;;
250000452;CHI HC CHI HAUTE COMTE;250000700;CHI HC SITE RIVES DU DOUBS PONTARLIER;Bourgogne-Franche-Comté;1- Obligatoire;1- Oui;870;73,17;C;2-Stable;870;71.82;870;80.11;870;77.3;870;72.49;870;71.31;870;62.77;53,3;868
250000452;CHI HC CHI HAUTE COMTE;250000734;CHI HAUTE COMTE SITE R SALINS MOUTHE;Bourgogne-Franche-Comté;2- Facultatif;1- Oui;;;DI;;;;;;;;;;;;;;;
900000365;HOPITAL NORD FRANCHE COMTE;250004009;LE MITTAN ANNEXE DU HNFC;Bourgogne-Franche-Comté;2- Facultatif;1- Oui;;;DI;;;;;;;;;;;;;;;
250000015;CHRU BESANCON;250006954;CHRU JEAN MINJOZ;Bourgogne-Franche-Comté;1- Obligatoire;1- Oui;220;71,8;C;2-Stable;220;71.49;220;80.81;220;78.46;220;69.55;220;52.3;220;63.62;57,3;218
250011848;HOSPITALIA MUTUALITE POLYCLINIQUE DE FRANCHE COMTE;250011848;HOSPITALIA MUTUALITE PFC;Bourgogne-Franche-Comté;1- Obligatoire;1- Oui;710;75,83;B;2-Stable;710;76.73;710;82.21;710;81.13;710;73.64;710;69.77;710;64.72;64,9;710
260000021;CH DE VALENCE;260000013;CENTRE HOSPITALIER DE VALENCE;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;826;73,09;C;2-Stable;826;70.19;826;81.04;826;79.3;826;75.6;826;61.5;826;63;55,6;825
260016910;HOPITAUX DROME NORD;260000120;HOPITAUX DROME NORD - ROMANS-SUR-ISERE;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;522;71,2;C;2-Stable;522;72.92;522;79.82;522;78.09;522;66.86;522;60.76;522;58.59;41,6;519
260000047;CH DE MONTELIMAR;260000138;GR. HOSP. PORTES PROVENCE - MONTELIMAR;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;188;71,81;C;2-Stable;188;66.09;188;80.63;188;79.4;188;72.51;188;62.43;188;63.95;48,9;188
260000054;CENTRE HOSPITALIER DE CREST;260000146;CENTRE HOSPITALIER DE CREST;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;;;NV;;;;;;;;;;;;;;;
260016910;HOPITAUX DROME NORD;260000203;HOPITAUX DROME NORD - SAINT-VALLIER;Auvergne-Rhône-Alpes;2- Facultatif;1- Oui;;;DI;;;;;;;;;;;;;;;
260000260;CLINIQUE LA PARISIÈRE;260000260;CLINIQUE LA PARISIÈRE;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;141;77,52;A;2-Stable;141;76.23;141;83.91;141;83.43;141;75.85;141;66.1;141;69.49;58,2;141
260000104;CENTRE HOSPITALIER DE DIE;260000286;CENTRE HOSPITALIER DIE;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;;;NV;;;;;;;;;;;;;;;
260003017;CLINIQUE KENNEDY;260003017;CLINIQUE KENNEDY;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;360;76,27;B;2-Stable;360;78.08;360;82.71;360;84.22;360;73.89;360;54.45;360;69;62,4;359
260006267;CLINIQUE GENERALE VALENCE;260006267;CLINIQUE GENERALE VALENCE;Auvergne-Rhône-Alpes;2- Facultatif;1- Oui;;;DI;;;;;;;;;;;;;;;
270000060;CENTRE HOSPITALIER DE BERNAY;270000045;CH BERNAY;Normandie;1- Obligatoire;1- Oui;68;78,04;A;3-Amélioration;68;78.89;68;85.42;68;83.14;68;78.41;68;65.97;68;67.17;70,6;68
270000326;CLINIQUE CHIRURGICALE PASTEUR EVREUX;270000326;HOPITAL PRIVE PASTEUR EVREUX;Normandie;1- Obligatoire;1- Oui;197;75,2;B;2-Stable;197;77.8;197;80.67;197;80.06;197;74.9;197;62.9;197;64.81;60,5;195
270023724;CENTRE HOSPITALIER EURE-SEINE;270000359;CH EVREUX CH EURE-SEINE;Normandie;1- Obligatoire;1- Oui;294;71,98;C;2-Stable;294;72.34;294;80.56;294;76.95;294;74.61;294;53.31;294;61.21;48,5;293
270000086;POLE SANITAIRE DU VEXIN CH GISORS;270000367;CH GISORS;Normandie;1- Obligatoire;1- Oui;123;72,61;C;1-Diminution;123;73.95;123;81.34;123;77;123;74.79;123;57.16;123;60.16;49,6;123
760024042;CHI ELBEUF-LOUVIERS VAL DE REUIL;270000391;CH LOUVIERS CHI ELBEUF;Normandie;1- Obligatoire;1- Oui;;;NV;;;;;;;;;;;;;;;
270000102;CENTRE HOSPITALIER DE PONT-AUDEMER;270000425;CH PONT-AUDEMER;Normandie;1- Obligatoire;1- Oui;;;NV;;;;;;;;;;;;;;;
270000110;CENTRE HOSPITALIER DE VERNEUIL-SUR-AVRE;270000441;CH VERNEUIL-SUR-AVRE;Normandie;1- Obligatoire;1- Oui;;;NV;;;;;;;;;;;;;;;
270023724;CENTRE HOSPITALIER EURE-SEINE;270000458;CH VERNON CH EURE-SEINE;Normandie;1- Obligatoire;1- Oui;176;71,34;C;3-Amélioration;176;68.02;176;80.42;176;78.47;176;71.99;176;55.42;176;63.43;44,3;176
270000862;CLINIQUE BERGOUIGNAN;270000862;CLINIQUE BERGOUIGNAN;Normandie;1- Obligatoire;1- Oui;70;70,31;D;2-Stable;70;72.06;70;76.33;70;77.56;70;68.15;70;52.13;70;61.68;42,9;70
280000183;CENTRE HOSPITALIER DE DREUX;280000084;CH DREUX;Centre-Val de Loire;1- Obligatoire;1- Oui;160;67,49;D;4-Non calculable;160;66.16;160;77.63;160;73.54;160;61.42;160;50.99;160;61.6;29,4;160
280000225;CH DE LA LOUPE;280000100;CH DE LA LOUPE;Centre-Val de Loire;2- Facultatif;1- Oui;;;DI;;;;;;;;;;;;;;;
280000449;CLINIQUE CARDIOLOGIQUE MAISON BLANCHE;280000449;PÔLE MÉDICAL MAISON BLANCHE;Centre-Val de Loire;1- Obligatoire;1- Oui;;;NV;;;;;;;;;;;;;;;
280500075;CENTRE HOSPITALIER DE CHATEAUDUN;280000662;CH CHATEAUDUN;Centre-Val de Loire;1- Obligatoire;1- Oui;;;NV;;;;;;;;;;;;;;;
