finess;rs_finess;finess_geo;rs_finess_geo;region;participation;Depot;nb_rep_score_all_ajust;score_all_ajust;classement;evolution;score_AVH_ajust;nb_rep_score_AVH_ajust;score_ACC_ajust;nb_rep_score_ACC_ajust;score_PEC_ajust;nb_rep_score_PEC_ajust;score_CER_ajust;nb_rep_score_CER_ajust;score_OVS_ajust;nb_rep_score_OVS_ajust;taux_reco_brut;nb_reco_brut
560008799;HOPITAL PRIVE OCEANE;560008799;HÔPITAL PRIVÉ OCÉANE;Bretagne;1- Obligatoire;1- Oui;3215;77,63;B;2-Stable;79,19;3215;80,68;3215;83,43;3215;74,74;3215;71,49;3215;66,7;3205
560029068;GCS CLINIQUE DU TER;560029068;GCS CLINIQUE DU TER;Bretagne;1- Obligatoire;1- Oui;221;78,3;B;4-Non calculable;79,8;221;81,97;221;83,56;221;75,93;221;72,42;221;69,1;220
570025254;CENTRE HOSPITALIER INTERCOMMUNAL UNISANTE+;570000059;CH MARIE-MADELEINE DE FORBACH;Grand Est;1- Obligatoire;1- Oui;63;80,49;A;4-Non calculable;83,2;63;83,63;63;85,89;63;71,74;63;76,51;63;52,4;63
570000083;CLINIQUE SAINT-NABOR;570000083;CLINIQUE SAINT NABOR DE SAINT AVOLD;Grand Est;1- Obligatoire;1- Oui;1021;80,82;A;2-Stable;83,62;1021;86,02;1021;85,19;1021;77,05;1021;74,15;1021;81,4;1019
570015099;CENTRE HOSPITALIER DE SARREBOURG;570000117;CH SAINT-NICOLAS DE SARREBOURG;Grand Est;1- Obligatoire;1- Oui;116;82,39;A;4-Non calculable;84,29;116;85,33;116;86,51;116;79,12;116;77,61;116;73,3;116
570000216;HOSPITALOR - HOPITAL DE SAINT AVOLD;570000216;HOPITAL DE SAINT AVOLD - SOS SANTE;Grand Est;1- Obligatoire;1- Oui;45;78,21;B;4-Non calculable;79,57;45;82,32;45;82,39;45;77,88;45;71,85;45;70,5;44
570005165;CENTRE HOSPITALIER REGIONAL METZ THIONVILLE;570000349;HOPITAL BEL AIR DE THIONVILLE - CHR;Grand Est;1- Obligatoire;1- Oui;184;73,97;C;2-Stable;79,14;184;78,62;184;82,6;184;67,42;184;64,36;184;47,3;184
570000356;CLINIQUE CHIRURGICALE AMBROISE PARE- THIONVILLE;570000356;CLINIQUE AMBROISE PARE DE THIONVILLE;Grand Est;1- Obligatoire;1- Oui;768;76,85;B;2-Stable;77,79;768;80,58;768;82,59;768;72,59;768;71,19;768;65,2;765
570000364;CLINIQUE NOTRE DAME;570000364;CLINIQUE NOTRE DAME DE THIONVILLE;Grand Est;1- Obligatoire;1- Oui;564;77,29;B;2-Stable;78,89;564;81,65;564;83,98;564;73,09;564;69,87;564;66,4;563
570000646;HOPITAL-CLINIQUE CLAUDE BERNARD;570000646;HOPITAL-CLINIQUE CLAUDE BERNARD;Grand Est;1- Obligatoire;1- Oui;890;74,25;C;2-Stable;78,01;890;77,51;890;81,04;890;68,08;890;67,33;890;55,3;888
570000158;CENTRE HOSPITALIER ROBERT PAX;570000901;HOPITAL ROBERT PAX DE SARREGUEMINES;Grand Est;1- Obligatoire;1- Oui;559;75,13;C;2-Stable;79,18;559;82,4;559;83,03;559;70,79;559;63,85;559;62,4;556
570001057;HOPITAL BELLE-ISLE - METZ;570001057;HOPITAL BELLE-ISLE DE METZ - HPM;Grand Est;1- Obligatoire;1- Oui;740;80,94;A;2-Stable;83,22;740;83,19;740;86,33;740;73,9;740;76,86;740;77,9;739
570026252;HOPITAL ROBERT SCHUMAN;570026252;HOPITAL ROBERT SCHUMAN DE VANTOUX -HPM;Grand Est;1- Obligatoire;1- Oui;1882;80,44;A;2-Stable;83,67;1882;84,39;1882;86,77;1882;79,57;1882;71,54;1882;85,4;1881
570005165;CENTRE HOSPITALIER REGIONAL METZ THIONVILLE;570026682;HOPITAL DE MERCY - CHR METZ THIONVILLE;Grand Est;1- Obligatoire;1- Oui;206;75,08;C;2-Stable;75,74;206;76,18;206;81,07;206;70,65;206;71,07;206;60,2;206
580780138;POLYCLINIQUE DU VAL DE LOIRE;580780138;POLYCLINIQUE DU VAL DE LOIRE;Bourgogne-Franche-Comté;1- Obligatoire;1- Oui;742;75,18;C;2-Stable;76,47;742;78,55;742;81,59;742;76,62;742;66,55;742;64,1;740
580780195;POLE DE SANTE DE COSNE-SUR-LOIRE;580780195;POLE DE SANTE DE COSNE SUR LOIRE;Bourgogne-Franche-Comté;1- Obligatoire;1- Oui;;;NV;;;;;;;;;;;;;
580780096;CH DECIZE;580972685;CH DECIZE;Bourgogne-Franche-Comté;1- Obligatoire;1- Oui;34;78;B;4-Non calculable;75,77;34;81,53;34;83,87;34;73,35;34;74,18;34;67,6;34
580780039;CENTRE HOSPITALIER DE L'AGGLOMERATION DE NEVERS;580972693;HOPITAL PIERRE BEREGOVOY;Bourgogne-Franche-Comté;1- Obligatoire;1- Oui;34;71,71;D;4-Non calculable;71,47;34;77,14;34;76,21;34;62,59;34;68,53;34;36,4;33
590780227;CENTRE HOSPITALIER DE SECLIN;590000121;CH SECLIN;Hauts de France;1- Obligatoire;1- Oui;41;82,39;A;4-Non calculable;84,05;41;86,82;41;85,36;41;79,67;41;77,53;41;78;41
590000188;CENTRE DE LUTTE CONTRE LE CANCER OSCAR LAMBRET LILLE;590000188;CLCC OSCAR LAMBRET LILLE;Hauts de France;1- Obligatoire;1- Oui;489;86,2;A;2-Stable;87,55;489;89,71;489;90,38;489;82,52;489;81,52;489;89;489
590781415;CENTRE HOSPITALIER DE DUNKERQUE;590000337;CH DUNKERQUE;Hauts de France;1- Obligatoire;1- Oui;248;77,15;B;4-Non calculable;79,21;248;80,7;248;83,14;248;71,01;248;71,26;248;55,1;247
590781605;ETABLISSEMENT PUBLIC DE SANTE DE CAMBRAI;590000428;CH CAMBRAI;Hauts de France;1- Obligatoire;1- Oui;207;79,14;B;4-Non calculable;79,27;207;82,62;207;85,3;207;74,84;207;73,63;207;67,1;207
590781662;CENTRE HOSPITALIER DE FOURMIES;590000469;CH FOURMIES;Hauts de France;2- Facultatif;1- Oui;;;DI;;;;;;;;;;;;;
590781803;CENTRE HOSPITALIER DE SAMBRE AVESNOIS;590000535;CH SAMBRE AVESNOIS MAUBEUGE;Hauts de France;1- Obligatoire;1- Oui;;;NV;;;;;;;;;;;;;
590782165;CENTRE HOSPITALIER DE DENAIN;590000592;CH DENAIN;Hauts de France;1- Obligatoire;1- Oui;;;NV;;;;;;;;;;;;;
590782215;CENTRE HOSPITALIER  DE VALENCIENNES;590000618;CH VALENCIENNES;Hauts de France;1- Obligatoire;1- Oui;411;76,06;C;4-Non calculable;76,03;411;82,11;411;81,15;411;66,35;411;72,3;411;62;410
590782637;CENTRE HOSPITALIER D'ARMENTIERES;590000758;CH ARMENTIERES;Hauts de France;1- Obligatoire;1- Oui;;;DI;;;;;;;;;;;;;
590782652;CENTRE HOSPITALIER D'HAZEBROUCK;590000774;CH HAZEBROUCK;Hauts de France;1- Obligatoire;1- Oui;45;75,19;C;4-Non calculable;73,17;45;79,25;45;81,79;45;73,75;45;69,51;45;44,4;45
590783239;CENTRE HOSPITALIER DE DOUAI;590001004;CH DOUAI DECHY;Hauts de France;1- Obligatoire;1- Oui;325;80,08;A;2-Stable;82,47;325;84,13;325;84,45;325;75,34;325;74,9;325;68,6;325
590780193;CENTRE HOSPITALIER REGIONAL UNIVERSITAIRE DE LILLE;590006607;HOP JEANNE DE FLANDRE CHR LILLE;Hauts de France;1- Obligatoire;1- Oui;240;74,6;C;2-Stable;74,69;240;80,85;240;82,24;240;66,93;240;68,72;240;63,2;239
590006896;POLYCLINIQUE DE LA THIERACHE;590006896;POLYCLINIQUE DE LA THIÉRACHE;Hauts de France;1- Obligatoire;1- Oui;137;76,67;B;2-Stable;79,92;137;81,74;137;83,13;137;74,61;137;67,59;137;73;137
590008041;POLYCLINIQUE VAUBAN;590008041;POLYCLINIQUE VAUBAN;Hauts de France;1- Obligatoire;1- Oui;1094;75,23;C;2-Stable;79,73;1094;78,81;1094;82,1;1094;70,87;1094;66,81;1094;54,6;1092
590052056;CLINIQUE SAINTE MARIE DU GCS GPT DES HOPITAUX DE L'ICL;590052056;GCS GHICL CLINIQUE STE MARIE;Hauts de France;1- Obligatoire;1- Oui;663;74,43;C;3-Amélioration;75,55;663;79,16;663;83,37;663;75,91;663;63,3;663;64,9;661
590780060;INSTITUT OPHTALMIQUE;590780060;INSTITUT OPHTALMIQUE;Hauts de France;1- Obligatoire;1- Oui;560;79,69;B;2-Stable;81,12;560;81,93;560;83,98;560;76,02;560;75,58;560;83,9;558
590780250;CLINIQUE LILLE SUD LESQUIN;590780250;CLINIQUE LILLE SUD;Hauts de France;1- Obligatoire;1- Oui;1583;76,42;C;1-Diminution;81,55;1583;79,42;1583;82,02;1583;74,2;1583;67,96;1583;66,6;1582
590780268;POLYCLINIQUE DU BOIS LILLE;590780268;HOPITAL PRIVÉ LE BOIS;Hauts de France;1- Obligatoire;1- Oui;1549;74,69;C;2-Stable;78,25;1549;77,47;1549;82,56;1549;74,9;1549;64,58;1549;60,9;1546
590780284;ETABLISSEMENT DE SANTE HOPITAL SAINT PHILIBERT-LOMME;590780284;GPT HOPITAUX INSTITUT CATHOLIQUE LILLE;Hauts de France;1- Obligatoire;1- Oui;43;74,93;C;4-Non calculable;76,77;43;79,71;43;82,12;43;70,93;43;67,27;43;65,1;43
590780342;CLINIQUE AMBROISE PARE LILLE;590780342;CLINIQUE AMBROISE PARE;Hauts de France;1- Obligatoire;1- Oui;493;78,6;B;2-Stable;81,1;493;80,15;493;84,07;493;74,21;493;73,42;493;73,8;492
590780383;POLYCLINIQUE DE LA LOUVIERE LILLE;590780383;HOPITAL PRIVE LA LOUVIERE;Hauts de France;1- Obligatoire;1- Oui;2252;76,46;C;2-Stable;80,32;2252;80,01;2252;84,53;2252;75,19;2252;66,3;2252;63,9;2249
590781571;CLINIQUE DU CAMBRAISIS;590781571;CLINIQUE DU CAMBRESIS;Hauts de France;1- Obligatoire;1- Oui;247;79,76;A;4-Non calculable;82,7;247;81,34;247;83,57;247;71,91;247;77,2;247;61,4;246
590781951;CLINIQUE DU CROISE LAROCHE-MARCQ EN BAROEUL;590781951;CLINIQUE DU SPORT ET D'ORTHOPEDIE;Hauts de France;1- Obligatoire;1- Oui;419;80,15;A;2-Stable;83,13;419;82,31;419;85,36;419;80,01;419;73,07;419;69,2;419
590782298;CLINIQUE MATERNITE DU PARC SAINT-SAULVE;590782298;POLYCLINIQUE DU PARC;Hauts de France;1- Obligatoire;1- Oui;803;75,41;C;3-Amélioration;75,82;803;77,78;803;81,7;803;74,23;803;69,38;803;58,8;803
590782546;SAS CLINIQUE DE VILLENEUVE D'ASCQ;590782546;SAS CLINIQUE DE VILLENEUVE D'ASCQ;Hauts de France;1- Obligatoire;1- Oui;267;77,2;B;2-Stable;79,72;267;79,79;267;85,24;267;76,42;267;68;267;68,9;267
590782553;HOPITAL PRIVE DE VILLENEUVE D'ASCQ;590782553;HOPITAL PRIVE DE VILLENEUVE D'ASCQ;Hauts de France;1- Obligatoire;1- Oui;1962;74,34;C;2-Stable;75,99;1962;79,46;1962;83,14;1962;76,94;1962;62,18;1962;63,3;1960
590780193;CENTRE HOSPITALIER REGIONAL UNIVERSITAIRE DE LILLE;590787586;HOP CARDIOLOGIQUE CHR LILLE;Hauts de France;2- Facultatif;1- Oui;;;DI;;;;;;;;;;;;;
590788964;SARL CLINIQUE DU PARC;590788964;SARL CLINIQUE DU PARC;Hauts de France;1- Obligatoire;1- Oui;227;74,2;C;2-Stable;75,59;227;77,9;227;81,17;227;72,71;227;66,22;227;59;227
590790655;CLINIQUE CHIRURGICALE SAINT ROCH A RONCQ;590790655;SAINT ROCH CHIRURGIE;Hauts de France;1- Obligatoire;1- Oui;64;75,93;C;4-Non calculable;78,36;64;81,31;64;84,98;64;72,22;64;65,76;64;59,4;64
590780193;CENTRE HOSPITALIER REGIONAL UNIVERSITAIRE DE LILLE;590796975;HOP SALENGRO - HOPITAL B CHR LILLE;Hauts de France;1- Obligatoire;1- Oui;121;75,63;C;2-Stable;76,31;121;81,14;121;83,03;121;71,22;121;68,84;121;63,6;121
590797353;ETABLISSEMENT DE SANTE SAINT VINCENT-SAINT ANTOINE LILLE;590797353;HOPITAL SAINT VINCENT - SAINT ANTOINE;Hauts de France;1- Obligatoire;1- Oui;123;74,49;C;4-Non calculable;77,37;123;77,6;123;83,59;123;71,44;123;65,33;123;59,8;122
590782421;CENTRE HOSPITALIER DE ROUBAIX;590801106;HOPITAL VICTOR PROVO;Hauts de France;1- Obligatoire;1- Oui;402;80,14;A;4-Non calculable;83,36;402;83,06;402;86,06;402;75,51;402;73,82;402;64,6;401
590781902;CENTRE HOSPITALIER DE TOURCOING;590804696;HOPITAL GUY CHATILIEZ CH TOURCOING;Hauts de France;1- Obligatoire;1- Oui;66;78,3;B;4-Non calculable;80,53;66;81,6;66;86;66;72,88;66;70,97;66;63,6;66
590780193;CENTRE HOSPITALIER REGIONAL UNIVERSITAIRE DE LILLE;590811279;HOP CLAUDE HURIEZ CHR LILLE;Hauts de France;1- Obligatoire;1- Oui;373;75,79;C;2-Stable;75,78;373;82,42;373;83,92;373;71,1;373;68,04;373;69,4;373
590813176;CLINIQUE DES HETRES;590813176;CLINIQUE DES HETRES;Hauts de France;1- Obligatoire;1- Oui;296;78,2;B;3-Amélioration;81,57;296;82,69;296;85,6;296;80,05;296;67,01;296;63,4;295
590813382;NOUVELLE CLINIQUE VILLETTE SA;590813382;NOUVELLE CLINIQUE VILLETTE SA;Hauts de France;1- Obligatoire;1- Oui;173;76,95;B;3-Amélioration;81,33;173;81,15;173;83,37;173;75,56;173;67,36;173;66,5;173
590813507;POLYCLINIQUE DU VAL DE SAMBRE;590813507;POLYCLINIQUE DU VAL DE SAMBRE;Hauts de France;1- Obligatoire;1- Oui;31;78,54;B;2-Stable;81,34;31;82,78;31;82,92;31;76,95;31;71,63;31;71;31
590815056;CLINIQUE DE FLANDRE A COUDEKERQUE;590815056;CLINIQUE DE FLANDRE;Hauts de France;1- Obligatoire;1- Oui;455;79,26;B;2-Stable;81,46;455;82,66;455;84,78;455;77,73;455;72,14;455;70,3;455
590816310;CLINIQUE SAINT AME;590816310;CLINIQUE SAINT AME;Hauts de France;1- Obligatoire;1- Oui;1249;77,88;B;2-Stable;78,66;1249;80,54;1249;83,41;1249;75,76;1249;72,41;1249;66,3;1249
590817458;CLINIQUE DE LA VICTOIRE;590817458;CLINIQUE DE LA VICTOIRE;Hauts de France;1- Obligatoire;1- Oui;865;74,82;C;2-Stable;80,13;865;79,66;865;82,54;865;73,55;865;63,19;865;58,6;865
600101984;GROUPE HOSPIALIER PUBLIC DU SUD DE L'OISE;600000053;CH GHPSO SENLIS;Hauts de France;1- Obligatoire;1- Oui;;;NV;;;;;;;;;;;;;
600100648;CENTRE HOSPITALIER GENERAL DE CLERMONT DE L'OISE;600000186;CH CLERMONT;Hauts de France;1- Obligatoire;1- Oui;;;NV;;;;;;;;;;;;;
600100713;CENTRE HOSPITALIER DE BEAUVAIS;600000194;CH BEAUVAIS;Hauts de France;1- Obligatoire;1- Oui;84;73,63;C;2-Stable;74,45;84;80,92;84;79,68;84;68,76;84;65,97;84;60,2;83
600100721;CH INTERCOMMUNAL COMPIÈGNE-NOYON;600000285;CH CHICN NOYON;Hauts de France;1- Obligatoire;1- Oui;45;80,52;A;4-Non calculable;78,58;45;86,52;45;83,76;45;82,4;45;74,53;45;60;45
600101984;GROUPE HOSPIALIER PUBLIC DU SUD DE L'OISE;600000467;CH GHPSO CREIL;Hauts de France;1- Obligatoire;1- Oui;50;70,75;D;4-Non calculable;69,84;50;73,48;50;79,59;50;67,63;50;63,97;50;48;50
600010862;SAS CENTRE CHIRURGICAL DE CHANTILLY;600010862;SAS CENTRE CHIRURGICAL DE CHANTILLY;Hauts de France;1- Obligatoire;1- Oui;533;79,7;A;3-Amélioration;83,48;533;82,35;533;85,04;533;73,06;533;74,42;533;78,6;532
600100168;CMC DES JOCKEYS DE CHANTILLY;600100168;CENTRE MÉDICO-CHIRURGICAL DES JOCKEYS;Hauts de France;1- Obligatoire;1- Oui;182;77,76;B;2-Stable;81,02;182;81,21;182;82,72;182;72,45;182;72,06;182;73,6;182
600100754;POLYCLINIQUE SAINT CÔME;600100754;POLYCLINIQUE SAINT CÔME;Hauts de France;1- Obligatoire;1- Oui;1592;78,25;B;2-Stable;80,36;1592;82,89;1592;84,72;1592;77,52;1592;69,34;1592;75;1590
600110175;CLINIQUE DU PARC SAINT-LAZARE;600110175;CLINIQUE DU PARC SAINT-LAZARE;Hauts de France;1- Obligatoire;1- Oui;116;72,98;D;2-Stable;76,24;116;79,99;116;80,49;116;74,97;116;59,99;116;61,2;116
600100721;CH INTERCOMMUNAL COMPIÈGNE-NOYON;600113476;CH CHICN COMPIÈGNE;Hauts de France;1- Obligatoire;1- Oui;192;74,33;C;1-Diminution;75,67;192;81,33;192;80,11;192;65,91;192;68,36;192;56,3;190
610780074;CENTRE HOSPITALIER DE L'AIGLE;610000044;CENTRE HOSPITALIER DE L'AIGLE;Normandie;2- Facultatif;1- Oui;;;DI;;;;;;;;;;;;;
610780082;CENTRE HOSPITALIER INTERCOMMUNAL - ALENCON-MAMERS;610000051;CHICAM - SITE ALENCON;Normandie;1- Obligatoire;1- Oui;149;78,66;B;1-Diminution;80,85;149;80,71;149;83,25;149;74,75;149;74,29;149;62,8;148
610780090;CENTRE HOSPITALIER MARECHAL LECLERC - ARGENTAN;610000069;CENTRE HOSPITALIER D'ARGENTAN;Normandie;1- Obligatoire;1- Oui;51;75,32;C;4-Non calculable;74,54;51;77,76;51;81,2;51;79,44;51;68,24;51;82,4;51
610780165;CENTRE HOSPITALIER GENERAL JACQUES MONOD FLERS;610000119;CH JACQUES MONOD - FLERS;Normandie;1- Obligatoire;1- Oui;32;82,18;A;4-Non calculable;85,06;32;87,05;32;86,2;32;77,58;32;76,3;32;56,3;32
610006421;CLINIQUE D'ALENCON;610006421;CLINIQUE D'ALENCON;Normandie;1- Obligatoire;1- Oui;298;73,98;C;4-Non calculable;76,78;298;79,16;298;81,04;298;71,59;298;64,12;298;60,3;297
610780199;CLINIQUE SAINT DOMINIQUE - FLERS;610780199;CLINIQUE SAINT DOMINIQUE - FLERS;Normandie;1- Obligatoire;1- Oui;;;NV;;;;;;;;;;;;;
620000026;ETABLISSEMENT HOPALE - CENTRE CALOT/HELIO;620000026;ETAB HOPALE CTRE CALOT/HELIO;Hauts de France;1- Obligatoire;1- Oui;236;83,19;A;2-Stable;86,31;236;86,64;236;87,2;236;73,83;236;80,25;236;86;236
620100057;CENTRE HOSPITALIER D'ARRAS;620000034;CH ARRAS;Hauts de France;1- Obligatoire;1- Oui;503;77,77;B;2-Stable;80,85;503;82,88;503;82,07;503;75,42;503;70,68;503;64,1;502
620100651;CENTRE HOSPITALIER GERMON ET GAUTHIER BETHUNE BEUVRY;620000224;CH BETHUNE;Hauts de France;1- Obligatoire;1- Oui;95;78,44;B;2-Stable;80,54;95;81,27;95;85,33;95;70,68;95;73,34;95;64,2;95
620100685;CENTRE HOSPITALIER DE LENS;620000257;CH LENS;Hauts de France;1- Obligatoire;1- Oui;364;70,91;D;2-Stable;76,7;364;75,7;364;77,78;364;64,01;364;62,31;364;45,4;361
620101337;CENTRE HOSPITALIER DE CALAIS;620000323;CH CALAIS;Hauts de France;1- Obligatoire;1- Oui;87;75,9;C;2-Stable;77,03;87;79,54;87;80,42;87;69,6;87;72,23;87;51,7;87
620101360;CENTRE HOSPITALIER DE LA REGION DE SAINT-OMER;620000349;CH REGION DE ST OMER;Hauts de France;1- Obligatoire;1- Oui;62;80,08;A;4-Non calculable;79,86;62;81,92;62;83,75;62;76,36;62;77,65;62;58,1;62
620103440;CENTRE HOSPITALIER DUCHENNE DE BOULOGNE SUR MER;620000653;CH BOULOGNE-SUR-MER;Hauts de France;1- Obligatoire;1- Oui;110;81,28;A;4-Non calculable;81,59;110;85,08;110;85,78;110;75,07;110;77,67;110;65,5;110
620103432;CENTRE HOSPITALIER DE L'ARRONDISSEMENT DE MONTREUIL;620003202;CH ARRONDISSEMENT DE MONTREUIL;Hauts de France;1- Obligatoire;1- Oui;241;77,89;B;2-Stable;82,65;241;81,44;241;82,72;241;68,81;241;73;241;62,9;240
620003376;POLYCLINIQUE MED CHIR D'HENIN-BEAUMONT;620003376;POLYCLINIQUE MED CHIR D'HENIN-BEAUMONT;Hauts de France;1- Obligatoire;1- Oui;500;76,99;B;4-Non calculable;79,97;500;82,56;500;82,21;500;70,73;500;70,43;500;63,6;500
620006049;CLINIQUE CHIRURGICALE DE SAINT-OMER;620006049;CLINIQUE CHIRURGICALE DE SAINT-OMER;Hauts de France;1- Obligatoire;1- Oui;424;76,48;C;2-Stable;80,15;424;81;424;83,92;424;77,47;424;65,38;424;66,7;423
620025346;POLYCLINIQUE DE LA CLARENCE;620025346;POLYCLINIQUE DE LA CLARENCE;Hauts de France;1- Obligatoire;1- Oui;128;76,94;B;4-Non calculable;80,61;128;82,78;128;83,68;128;77,56;128;66,04;128;61,7;128
620100099;HOPITAL PRIVE ARRAS LES BONNETTES;620100099;HOPITAL PRIVE ARRAS LES BONNETTES;Hauts de France;1- Obligatoire;1- Oui;1766;77,56;B;2-Stable;81,37;1766;81,83;1766;83,32;1766;75,72;1766;68,99;1766;69,5;1763
620100487;CLINIQUE CHIR GYN ET SS DES ACACIAS A CUCQ;620100487;CLINIQUE DES ACACIAS;Hauts de France;1- Obligatoire;1- Oui;421;76,38;C;1-Diminution;79,22;421;81,52;421;84,73;421;75,58;421;65,21;421;68,6;420
620100735;CLINIQUE ANNE ARTOIS;620100735;CLINIQUE ANNE ARTOIS;Hauts de France;1- Obligatoire;1- Oui;414;74,58;C;2-Stable;76,37;414;79,79;414;82,15;414;71,42;414;65,94;414;55,4;413
620100750;CLINIQUE AMBROISE PARE;620100750;CLINIQUE AMBROISE PARE;Hauts de France;1- Obligatoire;1- Oui;730;78,89;B;2-Stable;80,44;730;83,09;730;84,61;730;77,73;730;71,56;730;72,3;730
620101311;CLINIQUE DES 2 CAPS;620101311;CLINIQUE DES 2 CAPS;Hauts de France;1- Obligatoire;1- Oui;1014;74,01;C;2-Stable;79,06;1014;80,13;1014;82,27;1014;69,39;1014;62,79;1014;58,5;1014
620101501;HOPITAL PRIVE DE BOIS BERNARD;620101501;HOPITAL PRIVE DE BOIS BERNARD;Hauts de France;1- Obligatoire;1- Oui;1200;74,08;C;2-Stable;80,3;1200;79,26;1200;80,55;1200;69,05;1200;64,36;1200;60,1;1199
620105940;POLYCLINIQUE DU TERNOIS;620105940;POLYCLINIQUE DU TERNOIS;Hauts de France;1- Obligatoire;1- Oui;;;NV;;;;;;;;;;;;;
620106088;CLINIQUE MEDICO CHIRURGICALE DE BRUAY-LABUISSIERE;620106088;CLINIQUE MEDICO CHIRURGICALE DE BRUAY;Hauts de France;1- Obligatoire;1- Oui;218;77,85;B;3-Amélioration;80,34;218;83,1;218;84,78;218;70,89;218;70,81;218;67,9;218
620116046;CLINIQUE CHIRURGICALE D'HESDIN;620116046;SAS CLINIQUE CHIR. DES 7 VALLEES;Hauts de France;1- Obligatoire;1- Oui;34;74,32;C;4-Non calculable;73,09;34;82,87;34;79,07;34;61,43;34;71,69;34;61,8;34
620118513;CENTRE MEDICAL CHIRURGICAL OBSTETRICAL COTE D'OPALE;620118513;CENTRE MCO COTE D'OPALE;Hauts de France;1- Obligatoire;1- Oui;949;75,35;C;2-Stable;77,83;949;79,66;949;81,21;949;72,97;949;67,72;949;60,4;948
630780989;CENTRE HOSPITALIER UNIVERSITAIRE DE CLERMONT-FERRAND;630000404;HOPITAL GABRIEL MONTPIED - CHU63;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;67;77,83;B;4-Non calculable;79,55;67;78,91;67;84,51;67;70,76;67;73,65;67;61,2;67
630780997;CENTRE HOSPITALIER AMBERT;630000412;CENTRE HOSPITALIER D'AMBERT;Auvergne-Rhône-Alpes;2- Facultatif;1- Oui;35;77,73;B;4-Non calculable;81,55;35;85,58;35;86,2;35;79,02;35;63,41;35;85,7;35
630781003;CENTRE HOSPITALIER ISSOIRE PAUL ARDIER;630000420;CENTRE HOSPITALIER ISSOIRE PAUL ARDIER;Auvergne-Rhône-Alpes;1- Obligatoire;2- Non;;;NR;;;;;;;;;;;;;
630781011;CENTRE HOSPITALIER DE RIOM;630000438;CENTRE HOSPITALIER DE RIOM;Auvergne-Rhône-Alpes;1- Obligatoire;2- Non;;;NR;;;;;;;;;;;;;
630781029;CENTRE HOSPITALIER DE THIERS;630000446;CENTRE HOSPITALIER DE THIERS;Auvergne-Rhône-Alpes;2- Facultatif;1- Oui;;;DI;;;;;;;;;;;;;
630000479;CENTRE REGIONAL DE LUTTE CONTRE LE CANCER JEAN PERRIN;630000479;CENTRE LUTTE CONTRE LE CANCER J.PERRIN;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;180;82,04;A;4-Non calculable;81,73;180;84,38;180;86,61;180;77,59;180;78,99;180;86,1;180
630780211;POLE SANTE REPUBLIQUE;630780211;POLE SANTE REPUBLIQUE;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;956;75,24;C;2-Stable;79,74;956;78,57;956;82,99;956;73,42;956;65,23;956;59,4;956
630780369;CLINIQUE DE LA PLAINE;630780369;CLINIQUE DE LA PLAINE;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;1514;77,42;B;3-Amélioration;79,4;1514;80,76;1514;84,74;1514;75,86;1514;69,04;1514;69,7;1511
630780989;CENTRE HOSPITALIER UNIVERSITAIRE DE CLERMONT-FERRAND;630781268;HOPITAL ESTAING - CHU63;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;139;72,59;D;4-Non calculable;71,8;139;78,96;139;79,51;139;75,12;139;62,78;139;50,4;139
630781839;HOPITAL PRIVE LA CHATAIGNERAIE;630781839;HOPITAL PRIVE LA CHATAIGNERAIE;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;3036;74,75;C;2-Stable;77,39;3036;77,27;3036;80,17;3036;68,22;3036;70,11;3036;64,8;3020
630783108;CLINIQUE DES CHANDIOTS;630783108;CLINIQUE DES CHANDIOTS;Auvergne-Rhône-Alpes;1- Obligatoire;2- Non;;;NR;;;;;;;;;;;;;
640780417;CENTRE HOSPITALIER INTERCOMMUNAL DE LA COTE BASQUE;640000162;CH DE LA COTE BASQUE - BAYONNE;Nouvelle Aquitaine;1- Obligatoire;1- Oui;42;81,06;A;4-Non calculable;84,17;42;83,33;42;85,7;42;77,88;42;75,18;42;81;42
640780821;CENTRE HOSPITALIER D'OLORON SAINTE MARIE;640000410;CENTRE HOSPITALIER OLORON;Nouvelle Aquitaine;1- Obligatoire;1- Oui;139;82,6;A;2-Stable;85,99;139;84,9;139;86,9;139;72,67;139;80,11;139;66,9;139
640781290;CENTRE HOSPITALIER DE PAU;640000600;CENTRE HOSPITALIER DE PAU;Nouvelle Aquitaine;1- Obligatoire;1- Oui;266;81,13;A;2-Stable;84,6;266;83,73;266;85,22;266;71,38;266;78,5;266;75,5;265
640016580;CENTRE DE CARDIOLOGIE DU PAYS BASQUE;640016580;CENTRE DE CARDIOLOGIE DU PAYS BASQUE;Nouvelle Aquitaine;2- Facultatif;1- Oui;192;81,01;A;4-Non calculable;82,34;192;84,69;192;87,61;192;79,21;192;73,57;192;83,3;192
640017638;CENTRE HOSPITALIER DE SAINT-PALAIS;640017646;CENTRE HOSPITALIER DE SAINT-PALAIS;Nouvelle Aquitaine;1- Obligatoire;1- Oui;;;NV;;;;;;;;;;;;;
