finess,Sources,lib_reg,code_reg,raison_sociale,lib_cat,repondant,resultat_tda,resultat_trd,tda_c_etbt,tda_c_ichaut_etbt,tda_c_icbas_etbt,tda_c_den_etbt,trd_c_etbt,trd_c_ichaut_etbt,trd_c_icbas_etbt,trd_c_den_etbt
690000880,2015,Auvergne-Rhône-Alpes,84,CENTRE LEON BERARD,CLCC,Oui,Pas de contrôle,Pas de contrôle,97.52,99.03,96.01,60,88.33,95,77,60
690022959,2015,Auvergne-Rhône-Alpes,84,HOP PRIVE MERE ENFANT NATECIA,Privé,Oui,Pas de contrôle,Pas de contrôle,79.78,84.5,75.06,60,88.57,97,73,35
690023239,2015,Auvergne-Rhône-Alpes,84,CLINIQUE DU PARC,Privé,Oui,Pas de contrôle,Pas de contrôle,78.05,81.73,74.37,60,75,85,62,60
690023411,2015,Auvergne-Rhône-Alpes,84,HOPITAL PRIVE JEAN MERMOZ,Privé,Oui,Pas de contrôle,Pas de contrôle,92.75,95.05,90.46,60,74.07,89,54,27
690029186,2015,Auvergne-Rhône-Alpes,84,ENDO LYON SUD OUEST,Privé,Oui,Pas de contrôle,Pas de contrôle,83.33,84.01,82.66,60,98.33,99,91,60
690780036,2015,Auvergne-Rhône-Alpes,84,CENTRE HOSPITALIER GIVORS,CH,Oui,Recueil Validé,Recueil Validé,79.32,82.38,76.26,60,89.74,97,76,39
690780044,2015,Auvergne-Rhône-Alpes,84,CENTRE HOSPITALIER SAINTE FOY LES LYON,CH,Oui,Pas de contrôle,Pas de contrôle,90.09,92.6,87.57,60,93.94,99,80,33
690780093,2015,Service de santé des armées,12,HÔPITAL D'INSTRUCTION DES ARMÉES DESGENETTES,CH,Oui,Pas de contrôle,Pas de contrôle,92.85,94.78,90.92,60,75,85,62,60
690780200,2015,Auvergne-Rhône-Alpes,84,CLINIQUE EMILIE DE VIALAR,Privé,Oui,Pas de contrôle,Pas de contrôle,84.97,87.13,82.81,60,92.68,99,80,41
690780226,2015,Auvergne-Rhône-Alpes,84,CLINIQUE DE LA PART-DIEU,Privé,Oui,Pas de contrôle,Pas de contrôle,77.1,79.17,75.04,60,26.67,40,16,60
690780259,2015,Auvergne-Rhône-Alpes,84,CLINIQUE SAINT-CHARLES,Privé,Oui,Pas de contrôle,Pas de contrôle,90.73,91.91,89.55,60,82.14,91,70,56
690780358,2015,Auvergne-Rhône-Alpes,84,CLINIQUE DU VAL D'OUEST-VENDOME,Privé,Oui,Pas de contrôle,Pas de contrôle,91.42,93.79,89.05,60,100,100,100,57
690780366,2015,Auvergne-Rhône-Alpes,84,CLINIQUE CHARCOT,Privé,Oui,Pas de contrôle,Pas de contrôle,90.51,92.71,88.3,60,88.33,95,77,60
690780382,2015,Auvergne-Rhône-Alpes,84,CLINIQUE DU GRAND-LARGE,Privé,Oui,Pas de contrôle,Pas de contrôle,100,100,100,60,35,48,23,60
690780390,2015,Auvergne-Rhône-Alpes,84,POLYCLINIQUE DE RILLIEUX,Privé,Oui,Pas de contrôle,Pas de contrôle,88.3,91.01,85.58,60,38.89,57,23,36
690780416,2015,Auvergne-Rhône-Alpes,84,GPE HOSP MUT LES PORTES DU SUD,ESPIC/EBNL,Oui,Pas de contrôle,Pas de contrôle,83.43,86.21,80.66,60,58.18,71,44,55
690780648,2015,Auvergne-Rhône-Alpes,84,CLINIQUE DE LA SAUVEGARDE,Privé,Oui,Recueil Validé,Recueil Validé,87.25,91.06,83.43,60,70.37,82,56,54
690780655,2015,Auvergne-Rhône-Alpes,84,HÔPITAL PRIVE DE L'EST LYONNAIS,Privé,Oui,Pas de contrôle,Pas de contrôle,82.13,84.64,79.61,60,89.19,97,75,37
690780663,2015,Auvergne-Rhône-Alpes,84,CLINIQUE TRENEL,Privé,Oui,Pas de contrôle,Pas de contrôle,90.39,92.96,87.81,60,16.67,33,6,36
690781836,2015,Auvergne-Rhône-Alpes,84,CLINIQUE MUTUALISTE EUGENE ANDRE,ESPIC/EBNL,Oui,Pas de contrôle,Pas de contrôle,93.65,95.51,91.79,60,10.87,24,4,46
690782222,2015,Auvergne-Rhône-Alpes,84,HOPITAL NORD OUEST - VILLEFRANCHE,CH,Oui,Pas de contrôle,Pas de contrôle,93.82,96.01,91.62,60,49.06,63,35,53
690782271,2015,Auvergne-Rhône-Alpes,84,CENTRE HOSPITALIER TARARE,CH,Oui,Pas de contrôle,Pas de contrôle,98.51,99.54,97.48,60,100,100,100,59
690782834,2015,Auvergne-Rhône-Alpes,84,CLINIQUE DU TONKIN,Privé,Oui,Pas de contrôle,Pas de contrôle,82.63,86.91,78.35,60,88.37,96,75,43
690783154,2015,Auvergne-Rhône-Alpes,84,HOPITAL EDOUARD HERRIOT,CHU,Oui,Pas de contrôle,Pas de contrôle,87.11,89.89,84.34,60,57.14,70,43,56
690784137,2015,Auvergne-Rhône-Alpes,84,CH LYON SUD,CHU,Oui,Pas de contrôle,Pas de contrôle,81,84.27,77.73,60,62.86,79,45,35
690784152,2015,Auvergne-Rhône-Alpes,84,HOPITAL DE LA CROIX-ROUSSE,CHU,Oui,Pas de contrôle,Pas de contrôle,86.92,90.02,83.81,60,95.35,99,84,43
690784178,2015,Auvergne-Rhône-Alpes,84,HOPITAL NEURO PIERRE WERTHEIMER,CHU,Oui,Pas de contrôle,Pas de contrôle,88.34,91.07,85.6,60,76.47,87,62,51
690793468,2015,Auvergne-Rhône-Alpes,84,INFIRMERIE PROTESTANTE DE LYON,Privé,Oui,Pas de contrôle,Pas de contrôle,83.94,89.16,78.72,60,72.22,84,58,54
690805361,2015,Auvergne-Rhône-Alpes,84,CENTRE HOSPITALIER  ST JOSEPH ST LUC,ESPIC/EBNL,Oui,Pas de contrôle,Pas de contrôle,90.7,92.2,89.2,60,87.04,95,75,54
690807367,2015,Auvergne-Rhône-Alpes,84,POLYCLINIQUE DU BEAUJOLAIS,Privé,Oui,Pas de contrôle,Pas de contrôle,79.6,82.7,76.51,60,73.91,90,52,23
690807599,2015,Auvergne-Rhône-Alpes,84,CLINIQUE DE L'UNION,ESPIC/EBNL,Oui,Pas de contrôle,Pas de contrôle,96.47,98.7,94.25,60,37.5,,,8
700004591,2015,Bourgogne-Franche-Comté,27,GROUPE HOSPITALIER DE LA HAUTE SAONE,CH,Oui,Pas de contrôle,Pas de contrôle,95.43,97.42,93.45,60,94.55,99,85,55
700780174,2015,Bourgogne-Franche-Comté,27,CLINIQUE ST MARTIN,Privé,Oui,Pas de contrôle,Pas de contrôle,88.21,90.68,85.73,60,35,48,23,60
710006859,2015,Bourgogne-Franche-Comté,27,POLYCLINIQUE DU VAL DE SAONE,Privé,Oui,Pas de contrôle,Pas de contrôle,86.56,89.4,83.73,60,20.34,33,11,59
710780263,2015,Bourgogne-Franche-Comté,27,C.H.G. LES CHANAUX,CH,Oui,Pas de contrôle,Pas de contrôle,81.61,85.28,77.94,60,55.32,70,40,47
710780644,2015,Bourgogne-Franche-Comté,27,CENTRE HOSPITALIER DE PARAY,CH,Oui,Pas de contrôle,Pas de contrôle,75.41,78.21,72.61,60,75,86,62,56
710780917,2015,Bourgogne-Franche-Comté,27,SA CLINIQUE SAINTE MARIE,Privé,Oui,Pas de contrôle,Pas de contrôle,81.57,84.32,78.81,60,26.32,43,13,38
710780958,2015,Bourgogne-Franche-Comté,27,CENTRE HOSPITALIER WILLIAM MOREY,CH,Oui,Pas de contrôle,Pas de contrôle,84.12,88.4,79.84,60,82.35,92,69,51
710781410,2015,Bourgogne-Franche-Comté,27,CLINIQUE CHIRURGICALE DU PARC,Privé,Oui,Pas de contrôle,Pas de contrôle,69.62,72.46,66.78,60,16.98,30,8,53
710781451,2015,Bourgogne-Franche-Comté,27,HOPITAL D'AUTUN,CH,Oui,Pas de contrôle,Pas de contrôle,73.94,77.36,70.51,60,68.42,83,51,38
710781824,2015,Bourgogne-Franche-Comté,27,CTRE ORTHOPEDIQUE MEDICO-CHIR,Privé,Oui,Pas de contrôle,Pas de contrôle,88.82,90.82,86.83,60,100,100,100,60
710976705,2015,Bourgogne-Franche-Comté,27,SIH CH MONTCEAU-LES-MINES,CH,Oui,Pas de contrôle,Pas de contrôle,83.89,87.04,80.74,60,53.33,66,40,60
710978347,2015,Bourgogne-Franche-Comté,27,HOTEL-DIEU DU CREUSOT,ESPIC/EBNL,Oui,Pas de contrôle,Pas de contrôle,80.07,83.09,77.06,60,56.82,72,41,44
720000025,2015,Pays de la Loire,52,CENTRE HOSPITALIER LE MANS,CH,Oui,Pas de contrôle,Pas de contrôle,83.95,86.71,81.18,60,46,61,32,50
720000199,2015,Pays de la Loire,52,SA CLINIQUE CHIR. LE PRE-PASTEUR,Privé,Oui,Pas de contrôle,Pas de contrôle,90.86,92.23,89.5,60,62.5,85,35,16
720000231,2015,Pays de la Loire,52,CLINIQUE DU TERTRE ROUGE,Privé,Oui,Pas de contrôle,Pas de contrôle,92.36,94.41,90.3,60,72.73,85,57,44
720006022,2015,Pays de la Loire,52,CTRE HOSPITALIER  FERTE BERNARD,CH,Oui,Pas de contrôle,Pas de contrôle,74.57,78.13,71.02,60,83.05,92,71,59
720016724,2015,Pays de la Loire,52,POLE SANTE SARTHE ET LOIR,CH,Oui,Pas de contrôle,Pas de contrôle,91.34,93.57,89.11,60,98,99,89,50
720017748,2015,Pays de la Loire,52,POLE SANTE SUD SITE CMCM,Privé,Oui,Pas de contrôle,Pas de contrôle,77.81,82,73.62,60,44.83,64,26,29
730000015,2015,Auvergne-Rhône-Alpes,84,CENTRE HOSPITALIER CHAMBERY,CH,Oui,Pas de contrôle,Pas de contrôle,82.08,85.97,78.19,60,92.16,98,81,51
730002839,2015,Auvergne-Rhône-Alpes,84,C.H.I. ALBERTVILLE MOUTIERS,CH,Oui,Pas de contrôle,Pas de contrôle,82.86,85.64,80.08,60,57.14,71,42,49
730004298,2015,Auvergne-Rhône-Alpes,84,HOPITAL PRIVE MEDIPOLE DE SAVOIE,Privé,Oui,Pas de contrôle,Pas de contrôle,97.19,98.65,95.74,60,96,99,86,50
730780103,2015,Auvergne-Rhône-Alpes,84,CENTRE HOSPITALIER  ST JEAN DE MAURIENNE,CH,Oui,Pas de contrôle,Pas de contrôle,87.57,90.11,85.03,60,98.08,99,90,52
730780459,2015,Auvergne-Rhône-Alpes,84,CLINIQUE HERBERT,Privé,Oui,Pas de contrôle,Pas de contrôle,85.1,87.76,82.43,60,96.67,99,88,60
730780525,2015,Auvergne-Rhône-Alpes,84,CENTRE HOSPITALIER BOURG SAINT MAURICE,CH,Oui,Pas de contrôle,Pas de contrôle,89.71,92.27,87.14,60,50,65,35,48
740001839,2015,Auvergne-Rhône-Alpes,84,CHI DES HOPITAUX DU PAYS DU MONT BLANC,CH,Oui,Pas de contrôle,Pas de contrôle,86,88.61,83.38,60,91.89,98,78,37
740014345,2015,Auvergne-Rhône-Alpes,84,HOPITAL PRIVE PAYS DE SAVOIE,Privé,Oui,Pas de contrôle,Pas de contrôle,82.56,85.91,79.21,60,97.73,99,88,44
740780416,2015,Auvergne-Rhône-Alpes,84,CLINIQUE DU LAC ET D'ARGONAY,Privé,Oui,Recueil Validé,Recueil Validé,87.26,89.32,85.21,60,100,100,100,60
740780424,2015,Auvergne-Rhône-Alpes,84,CLINIQUE GENERALE ANNECY,Privé,Oui,Pas de contrôle,Pas de contrôle,90.16,93.14,87.19,60,100,100,100,36
740781133,2015,Auvergne-Rhône-Alpes,84,CH ANNECY-GENEVOIS,CH,Oui,Pas de contrôle,Pas de contrôle,90.39,93.56,87.22,60,96.08,99,86,51
740790258,2015,Auvergne-Rhône-Alpes,84,CENTRE HOSPITALIER ALPES-LEMAN,CH,Oui,Pas de contrôle,Pas de contrôle,89.08,91.31,86.86,59,83.02,92,70,53
740790381,2015,Auvergne-Rhône-Alpes,84,C.H.I. DU LEMAN,CH,Oui,Pas de contrôle,Pas de contrôle,81.84,85.76,77.92,60,87.23,95,74,47
750000523,2015,Ile de France,11,GROUPE HOSPITALIER PARIS SAINT-JOSEPH,ESPIC/EBNL,Oui,Pas de contrôle,Pas de contrôle,74.87,78.27,71.48,60,70.73,84,54,41
750000549,2015,Ile de France,11,FONDATION OPHTALMOLOGIQUE ROTHSCHILD,ESPIC/EBNL,Oui,Pas de contrôle,Pas de contrôle,88.9,91.46,86.33,60,91.53,97,81,59
750006728,2015,Ile de France,11,GROUPE HOSPITALIER DIACONESSES-CROIX SAINT-SIMON,ESPIC/EBNL,Oui,Pas de contrôle,Pas de contrôle,85.94,88.24,83.65,60,83.67,93,70,49
750100042,2015,Ile de France,11,HU-SAINT LOUIS SITE LARIBOISIERE-APHP,CHU,Oui,Pas de contrôle,Pas de contrôle,72.5,75.67,69.32,60,50,67,33,36
750100075,2015,Ile de France,11,HOPITAL SAINT-LOUIS,CHU,Oui,Pas de contrôle,Pas de contrôle,75.31,78.76,71.87,60,85.96,94,74,57
750100091,2015,Ile de France,11,HOPITAL SAINT-ANTOINE,CHU,Oui,Pas de contrôle,Pas de contrôle,95.47,97.42,93.52,60,23.73,37,14,59
750100109,2015,Ile de France,11,HOPITAL TROUSSEAU,CHU,Oui,Pas de contrôle,Pas de contrôle,97.7,98.88,96.53,60,100,100,100,43
750100125,2015,Ile de France,11,GROUPE HOSPITALIER  PITIE-SALPETRIERE,CHU,Oui,Pas de contrôle,Pas de contrôle,86.35,90.24,82.46,60,66.67,80,51,45
750100166,2015,Ile de France,11,HOPITAL COCHIN/ST VINCENT DE PAUL,CHU,Oui,Pas de contrôle,Pas de contrôle,76.94,79.91,73.97,60,45.28,60,32,53
750100208,2015,Ile de France,11,HOPITAL NECKER ENFANTS MALADES,CHU,Oui,Pas de contrôle,Pas de contrôle,75.61,79.44,71.79,60,85.71,94,73,49
750100232,2015,Ile de France,11,GIH BICHAT/CLAUDE BERNARD,CHU,Oui,Pas de contrôle,Pas de contrôle,75.35,79.85,70.84,60,78.43,89,65,51
750100273,2015,Ile de France,11,HOPITAL TENON,CHU,Oui,Pas de contrôle,Pas de contrôle,75.39,79.65,71.12,60,64.81,77,51,54
750110025,2015,Ile de France,11,CNO QUINZE VINGTS,CH,Oui,Pas de contrôle,Pas de contrôle,89.49,91.89,87.1,60,73.33,84,60,60
750140014,2015,Ile de France,11,CENTRE HOSPITALIER SAINTE-ANNE,CH,Oui,Pas de contrôle,Pas de contrôle,87.77,90.03,85.5,60,62.5,85,35,16
750150013,2015,Ile de France,11,HOPITAL PIERRE ROUQUES - LES BLUETS,ESPIC/EBNL,Oui,Pas de contrôle,Pas de contrôle,95.93,97.79,94.07,60,92,99,74,25
750150104,2015,Ile de France,11,INSTITUT MUTUALISTE MONTSOURIS,ESPIC/EBNL,Oui,Pas de contrôle,Pas de contrôle,83.45,86.79,80.1,60,96,99,86,50
750160012,2015,Ile de France,11,CLCC INSTITUT CURIE,CLCC,Oui,Pas de contrôle,Pas de contrôle,87.24,91.11,83.37,60,85.45,94,73,55
750300014,2015,Ile de France,11,SA CLINIQUE DU LOUVRE,Privé,Oui,Pas de contrôle,Pas de contrôle,99.62,100,99.19,60,88.33,95,77,60
750300071,2015,Ile de France,11,CLINIQUE GEOFFROY ST HILAIRE,Privé,Oui,Pas de contrôle,Pas de contrôle,87.93,90.94,84.91,60,50,63,37,60
750300089,2015,Ile de France,11,CLINIQUE MEDICO-CHIRURGICALE PARIS V,Privé,Oui,Pas de contrôle,Pas de contrôle,81.85,84.49,79.21,60,98,99,89,50
750300097,2015,Ile de France,11,INSTITUT ARTHUR VERNES,Privé,Oui,Pas de contrôle,Pas de contrôle,97.21,98.52,95.91,60,80,92,61,30
750300121,2015,Ile de France,11,MAISON SANTE ST JEAN DE DIEU,Privé,Oui,Pas de contrôle,Pas de contrôle,94.7,96.14,93.26,60,89.47,99,67,19
750300139,2015,Ile de France,11,CLINIQUE DE L ALMA,Privé,Oui,Pas de contrôle,Pas de contrôle,76.27,78.9,73.64,60,95,99,83,40
750300154,2015,Ile de France,11,CLINIQUE TURIN,Privé,Oui,Pas de contrôle,Pas de contrôle,82.98,85.7,80.25,60,58.18,71,44,55
750300360,2015,Ile de France,11,HOPITAL DES PEUPLIERS CRF,Privé,Oui,Pas de contrôle,Pas de contrôle,70.51,73.86,67.17,60,90,96,79,60
750300410,2015,Ile de France,11,CLINIQUE JEANNE D'ARC,Privé,Oui,Pas de contrôle,Pas de contrôle,96,98.17,93.82,60,81.82,95,60,22
750300493,2015,Ile de France,11,CLINIQUE ARAGO,Privé,Oui,Pas de contrôle,Pas de contrôle,86.66,89.56,83.75,60,70.83,83,56,48
750300550,2015,Ile de France,11,CLINIQUE SAINTE GENEVIEVE,Privé,Oui,Pas de contrôle,Pas de contrôle,81.82,84.71,78.92,60,98.33,99,91,60
750300592,2015,Ile de France,11,CLINIQUE BLOMET,Privé,Oui,Pas de contrôle,Pas de contrôle,96.37,98.61,94.12,60,98.08,99,90,52
750300667,2015,Ile de France,11,MATERNITE SAINTE FELICITE,Privé,Oui,Pas de contrôle,Pas de contrôle,91.17,94.06,88.29,60,100,100,100,12
750300741,2015,Ile de France,11,CLINIQUE VICTOR HUGO,Privé,Oui,Pas de contrôle,Pas de contrôle,97.98,99.12,96.83,60,36.84,51,24,57
750300766,2015,Ile de France,11,CLINIQUE BIZET,Privé,Oui,Pas de contrôle,Pas de contrôle,88.41,91.69,85.12,60,90.91,97,80,55
750300774,2015,Ile de France,11,CLINIQUE JOUVENET,Privé,Oui,Pas de contrôle,Pas de contrôle,89.49,91.93,87.04,60,86.21,94,75,58
750300840,2015,Ile de France,11,CLINIQUE DE LA MUETTE,Privé,Oui,Pas de contrôle,Pas de contrôle,69.48,73.86,65.1,60,13.64,35,3,22
750300857,2015,Ile de France,11,MAISON DE SANTE REMUSAT,Privé,Oui,Pas de contrôle,Pas de contrôle,99.72,100,99.34,60,100,100,100,60
750300881,2015,Ile de France,11,CLINIQUE DU TROCADERO,Privé,Oui,Pas de contrôle,Pas de contrôle,84.87,88.62,81.12,60,36.21,50,24,58
750300915,2015,Ile de France,11,CLINIQUE INTERNATIONALE PARC MONCEAU,Privé,Oui,Pas de contrôle,Pas de contrôle,92.7,94.68,90.72,60,91.84,98,80,49
750300931,2015,Ile de France,11,CLINIQUE SAINTE-THERESE,Privé,Oui,Pas de contrôle,Pas de contrôle,84.68,88.78,80.59,60,92,99,74,25
750301137,2015,Ile de France,11,CLINIQUE ALLERAY LABROUSTE,Privé,Oui,Pas de contrôle,Pas de contrôle,83.29,86.86,79.73,60,90,97,76,40
750301145,2015,Ile de France,11,CLINIQUE DU MONT LOUIS,Privé,Oui,Pas de contrôle,Pas de contrôle,93.9,95.58,92.22,60,92.98,98,83,57
750301160,2015,Ile de France,11,CLINIQUE DES MAUSSINS,Privé,Oui,Pas de contrôle,Pas de contrôle,78.57,81.44,75.7,60,91.67,97,82,60
750790164,2015,Ile de France,11,CMC ORL ET OPHTALMO,Privé,Oui,Pas de contrôle,Pas de contrôle,84.91,88.18,81.64,60,74.58,85,62,59
750803447,2015,Ile de France,11,HOPITAL EUROPEEN G. POMPIDOU/BROUSSAIS,CHU,Oui,Pas de contrôle,Pas de contrôle,73.58,76.42,70.73,60,96.36,99,87,55
750803454,2015,Ile de France,11,HOPITAL ROBERT DEBRE,CHU,Oui,Pas de contrôle,Pas de contrôle,86.08,88.36,83.79,60,75.61,88,60,41
760000166,2015,Normandie,28,CRLCC HENRI BECQUEREL,CLCC,Oui,Pas de contrôle,Pas de contrôle,98.46,99.58,97.34,60,100,100,100,58
760021329,2015,Normandie,28,HOPITAL PRIVE DE L'ESTUAIRE,Privé,Oui,Pas de contrôle,Pas de contrôle,94.26,96.6,91.93,60,60.47,75,44,43
760024042,2015,Normandie,28,CHI ELBEUF LOUVIERS,CH,Oui,Pas de contrôle,Pas de contrôle,83.72,86.35,81.09,60,34.38,53,19,32
760025312,2015,Normandie,28,CLINIQUE MATHILDE,Privé,Oui,Pas de contrôle,Pas de contrôle,84.21,86,82.42,38,94.74,99,82,38
760027292,2015,Normandie,28,POLYCLINIQUE MEGIVAL,Privé,Oui,Pas de contrôle,Pas de contrôle,86.68,89.77,83.59,60,86.11,95,70,36
760780023,2015,Normandie,28,CENTRE HOSPITALIER DE DIEPPE,CH,Oui,Pas de contrôle,Pas de contrôle,91.13,93.67,88.58,60,65.12,79,49,43
760780197,2015,Normandie,28,CLINIQUE LES AUBEPINES,Privé,Oui,Pas de contrôle,Pas de contrôle,92.02,94.21,89.83,60,97.5,99,87,40
760780205,2015,Normandie,28,CLINIQUE SAINT ANTOINE,Privé,Oui,Pas de contrôle,Pas de contrôle,84.84,86.6,83.07,60,100,,,5
760780239,2015,Normandie,28,C H U ROUEN,CHU,Oui,Pas de contrôle,Pas de contrôle,85.03,88.24,81.81,60,84,93,71,50
760780262,2015,Normandie,28,CENTRE HOSPITALIER DU BELVEDERE,CH,Oui,Pas de contrôle,Pas de contrôle,98.01,99.46,96.56,60,0,0,0,14
760780510,2015,Normandie,28,CLINIQUE DU CEDRE,Privé,Oui,Pas de contrôle,Pas de contrôle,93.29,95.89,90.69,60,70.59,83,56,51
760780619,2015,Normandie,28,CLINIQUE SAINT HILAIRE,Privé,Oui,Pas de contrôle,Pas de contrôle,98.31,99.47,97.16,60,100,100,100,39
760780668,2015,Normandie,28,CLINIQUE CHIRURGICALE D'YVETOT,Privé,Oui,Pas de contrôle,Pas de contrôle,74.43,78.83,70.02,60,89.83,96,79,59
760780726,2015,Normandie,28,CH DU HAVRE,CH,Oui,Pas de contrôle,Pas de contrôle,78.21,80.73,75.68,60,20,35,10,45
760780734,2015,Normandie,28,CHI DU PAYS DES HAUTES FALAISES,CH,Oui,Pas de contrôle,Pas de contrôle,95.06,96.82,93.3,60,100,100,100,36
760780742,2015,Normandie,28,CHI CAUX VALLEE DE SEINE,CH,Oui,Pas de contrôle,Pas de contrôle,98.44,99.24,97.64,60,94.44,99,73,18
760780783,2015,Normandie,28,CLINIQUE TOUS VENTS,Privé,Oui,Pas de contrôle,Pas de contrôle,57.72,60.43,55.02,60,48.72,65,32,39
760780791,2015,Normandie,28,CLINIQUE DES ORMEAUX,Privé,Oui,Pas de contrôle,Pas de contrôle,96.07,97.3,94.83,60,61.02,73,47,59
760780825,2015,Normandie,28,CLINIQUE DE L'ABBAYE,Privé,Oui,Pas de contrôle,Pas de contrôle,99.47,99.98,98.96,60,100,100,100,60
760921809,2015,Normandie,28,CLINIQUE DE L'EUROPE,Privé,Oui,Pas de contrôle,Pas de contrôle,94.07,96.33,91.8,60,77.78,88,64,54
770020477,2015,Ile de France,11,HOP FORCILLES - FONDATION COGNACQ JAY,ESPIC/EBNL,Oui,Pas de contrôle,Pas de contrôle,78.28,80.53,76.03,60,16.67,29,8,60
770110013,2015,Ile de France,11,CH DE COULOMMIERS,CH,Oui,Pas de contrôle,Pas de contrôle,85.12,88.2,82.04,60,86.27,94,74,51
770110021,2015,Ile de France,11,CH DE FONTAINEBLEAU,CH,Oui,Pas de contrôle,Pas de contrôle,86.73,89.41,84.05,60,0,0,0,41
770110054,2015,Ile de France,11,CH MARCJACQUET DE MELUN,CH,Oui,Pas de contrôle,Pas de contrôle,76.21,80.04,72.38,60,51.16,67,35,43
770110062,2015,Ile de France,11,CENTRE HOSPITALIER DE MONTEREAU,CH,Oui,Pas de contrôle,Pas de contrôle,67.16,69.9,64.42,60,0,0,0,56
770110070,2015,Ile de France,11,CH DE PROVINS,CH,Oui,Pas de contrôle,Pas de contrôle,50.77,53.61,47.94,60,51.72,65,38,58
770130052,2015,Ile de France,11,CH DE NEMOURS,CH,Oui,Pas de contrôle,Pas de contrôle,58.56,60.26,56.86,60,3.33,12,0,60
770170017,2015,Ile de France,11,CH  MARNE LA VALLEE,CH,Oui,Pas de contrôle,Pas de contrôle,85.34,88.38,82.3,60,95.35,99,84,43
770300010,2015,Ile de France,11,CLINIQUE CHANTEREINE,Privé,Oui,Pas de contrôle,Pas de contrôle,94.85,96.8,92.9,60,54.17,74,33,24
770300135,2015,Ile de France,11,CLINIQUE LES FONTAINES,Privé,Oui,Pas de contrôle,Pas de contrôle,62.58,66.38,58.79,60,86.27,94,74,51
770300143,2015,Ile de France,11,POLYCLINIQUE SAINT JEAN,Privé,Oui,Pas de contrôle,Pas de contrôle,89.08,92.12,86.04,60,87.5,97,68,24
770300192,2015,Ile de France,11,CLINIQUE ST BRICE,Privé,Oui,Pas de contrôle,Pas de contrôle,99.46,99.98,98.93,60,100,100,100,60
770300275,2015,Ile de France,11,POLYCLINIQUE DE LA FORET,Privé,Oui,Pas de contrôle,Pas de contrôle,93.34,96.2,90.48,60,90,97,76,40
770300283,2015,Ile de France,11,CLINIQUE CHIRURGICALE   ERMITAGE,Privé,Oui,Pas de contrôle,Pas de contrôle,60.77,63.75,57.78,60,42.86,71,18,14
770700185,2015,Ile de France,11,CH DE MEAUX,CH,Oui,Pas de contrôle,Pas de contrôle,84.75,88.12,81.38,60,26.47,44,13,34
770790707,2015,Ile de France,11,CLINIQUE DE TOURNAN,Privé,Oui,Pas de contrôle,Pas de contrôle,91.22,94.1,88.34,60,87.5,95,76,56
770813400,2015,Ile de France,11,CLINIQUE SAINT FARON,Privé,Oui,Pas de contrôle,Pas de contrôle,93.01,94.91,91.1,60,62.5,77,46,40
780001236,2015,Ile de France,11,CHI DE POISSY ST-GERMAIN,CH,Oui,Pas de contrôle,Pas de contrôle,81.97,84.92,79.03,60,61.11,77,43,36
780002697,2015,Ile de France,11,CHI DE MEULAN LES MUREAUX,CH,Oui,Pas de contrôle,Pas de contrôle,73.75,77.53,69.97,60,68.75,81,54,48
780018727,2015,Ile de France,11,CLINIQUE SAINT GERMAIN,Privé,Oui,Pas de contrôle,Pas de contrôle,89.83,92.35,87.31,60,20,34,10,50
780110011,2015,Ile de France,11,CH DE MANTES LA JOLIE,CH,Oui,Pas de contrôle,Pas de contrôle,87.63,90.6,84.65,60,85.37,95,71,41
780110052,2015,Ile de France,11,CH DE RAMBOUILLET,CH,Oui,Pas de contrôle,Pas de contrôle,85.6,89.6,81.6,60,63.27,77,48,49
780110078,2015,Ile de France,11,CH DE VERSAILLES,CH,Oui,Pas de contrôle,Pas de contrôle,81.39,84.4,78.38,60,29.17,44,17,48
780300075,2015,Ile de France,11,CENTRE MEDICAL D'EVECQUEMONT,Privé,Oui,Pas de contrôle,Pas de contrôle,59.02,64.15,53.9,60,86.49,96,71,37
780300125,2015,Ile de France,11,POLYCLINIQUE LA REGION MANTAISE,Privé,Oui,Pas de contrôle,Pas de contrôle,46.91,49.52,44.3,60,50.85,64,37,59
780300208,2015,Ile de France,11,CLINIQUE SAINT LOUIS,Privé,Oui,Pas de contrôle,Pas de contrôle,83.06,86.63,79.48,60,81.63,91,68,49
780300323,2015,Ile de France,11,CLINIQUE DES FRANCISCAINES,Privé,Oui,Pas de contrôle,Pas de contrôle,70.04,73.26,66.82,60,62.5,75,49,56
780300364,2015,Ile de France,11,CLINIQUE DU CHATEAU DE LA MAYE,Privé,Oui,Pas de contrôle,Pas de contrôle,61.04,64.02,58.05,60,43.33,57,31,60
780300406,2015,Ile de France,11,CTRE MEDICO CHIRUR. DE PARLY II,Privé,Oui,Pas de contrôle,Pas de contrôle,91.86,95.88,87.83,60,84,93,71,50
780300414,2015,Ile de France,11,CTRE MEDICO-CHIRURGICAL EUROPE,Privé,Oui,Pas de contrôle,Pas de contrôle,95.93,98.95,92.9,60,62,75,47,50
780300422,2015,Ile de France,11,HOPITAL PRIVE OUEST,Privé,Oui,Pas de contrôle,Pas de contrôle,97.92,99.15,96.69,60,96.36,99,87,55
780300455,2015,Ile de France,11,CENTRE HOSPITALIER PRIVE DU MONTGARDE,Privé,Oui,Pas de contrôle,Pas de contrôle,84.99,87.88,82.11,60,12.07,23,5,58
