raison_sociale;libelle_region;cat;finess;Sources;tdp_c_den_etbt;tdp_c_etbt;tdp_c_icbas_etbt;tdp_c_ichaut_etbt;dec_c_den_etbt;dec_c_etbt;dec_c_icbas_etbt;dec_c_ichaut_etbt;trd_c_den_etbt;trd_c_etbt;trd_c_icbas_etbt;trd_c_ichaut_etbt;dtn1_c1_den_etbt;dtn1_c1_etbt;dtn1_c1_icbas_etbt;dtn1_c1_ichaut_etbt
CENTRE HOSPITALIER  NORD-MAYENNE;Pays de la Loire;CH;530000074;2013;80;84.58;81.91;87.24;80;68.75;57;79;80;97.5;91;99;80;95;88;99
CENTRE HOSPITALIER  LAVAL;Pays de la Loire;CH;530000371;2013;80;84.34;81.62;87.07;80;92.5;84;97;80;88.75;80;95;80;96.25;89;99
HOPITAL LOCAL VILLAINES LA JUHEL;Pays de la Loire;CH;530002591;2013;80;51.43;49.42;53.44;75;17.33;9;28;80;80;70;88;80;92.5;84;97
HOPITAL LOCAL DU SUD MAYENNAIS;Pays de la Loire;CH;530007202;2013;80;38.58;36.49;40.68;80;2.5;0;9;80;43.75;33;55;80;57.5;46;69
CENTRE DE SOINS  LA BREHONNIERE;Pays de la Loire;Privé;530031509;2013;80;100;100;100;80;98.75;93;99;80;67.5;56;78;80;100;100;100
CENTRE HOSPITALIER  -  PONT A MOUSSON;Lorraine;CH;540000106;2013;80;85.08;83.18;86.98;80;88.75;80;95;80;90;81;96;80;97.5;91;99
CH ST NICOLAS DE PORT;Lorraine;CH;540000114;2013;73;89.94;87.88;91.99;63;55.56;42;68;73;83.56;73;91;66;71.21;59;82
SA LES ELIEUX SEICHAMPS;Lorraine;Privé;540000288;2013;80;77.78;75.37;80.19;80;93.75;86;98;80;66.25;55;76;80;92.5;84;97
HOPITAL SAINT CHARLES NANCY;Lorraine;ESPIC/EBNL;540000395;2013;80;90.36;88.85;91.88;67;70.15;58;81;80;97.5;91;99;68;67.65;55;79
CLINIQUE SAINT JEAN - NANCY;Lorraine;Privé;540000460;2013;80;76.61;74.69;78.53;80;81.25;71;89;80;68.75;57;79;80;30;20;41
POLYCLINIQUE DE GENTILLY;Lorraine;Privé;540000486;2013;80;80.8;78.04;83.56;80;68.75;57;79;80;98.75;93;99;80;78.75;68;87
MAISON CONVALESCENCE FLAVIGNY;Lorraine;ESPIC/EBNL;540000585;2013;80;95.94;94.83;97.05;80;93.75;86;98;80;75;64;84;79;86.08;76;93
CTRE JACQUES PARISOT BAINVILLE S MADON;Lorraine;ESPIC/EBNL;540000668;2013;80;91.43;90.26;92.59;80;88.75;80;95;80;95;88;99;80;86.25;77;93
CENTRE HOSPITALIER - BRIEY;Lorraine;CH;540000767;2013;80;99.41;98.94;99.87;80;100;100;100;80;100;100;100;80;98.75;93;99
ST ELOI NEUVES MAISONS;Lorraine;ESPIC/EBNL;540000858;2013;80;96.35;95.5;97.19;80;55;43;66;80;97.5;91;99;80;97.5;91;99
C.H.U. DE NANCY;Lorraine;CHU;540002078;2013;80;95.21;93.22;97.2;78;20.51;12;31;80;93.75;86;98;80;92.5;84;97
HOPITAL LOCAL  - POMPEY;Lorraine;CH;540003399;2013;80;84.31;81.69;86.93;80;65;53;75;80;90;81;96;80;90;81;96
MAISON DE CONV. BACCARAT;Lorraine;Privé;540005196;2013;80;78.94;76.75;81.13;80;66.25;55;76;80;98.75;93;99;80;91.25;83;97
CR LAY ST CHRISTOPHE IRR;Lorraine;ESPIC/EBNL;540009412;2013;41;84.43;81.47;87.38;41;53.66;37;69;41;87.8;74;96;41;29.27;16;46
CENTRE LOUIS PIERQUIN;Lorraine;ESPIC/EBNL;540009701;2013;68;80.17;77.91;82.44;68;55.88;43;68;68;80.88;69;89;68;4.41;1;12
HOPITAL LOCAL 3 H SANTE;Lorraine;CH;540019007;2013;70;83.71;81.51;85.9;60;70;57;81;70;100;100;100;67;82.09;71;90
CENTRE DE REEDUCATION FLORENTIN;Lorraine;ESPIC/EBNL;540020146;2013;80;90.66;89.35;91.97;80;100;100;100;80;98.75;93;99;80;85;75;92
CENTRE HOSPITALIER VERDUN/SAINT MIHIEL;Lorraine;CH;550000020;2013;79;97.1;96.06;98.15;72;100;100;100;79;75.95;65;85;78;97.44;91;99
CENTRE HOSPITALIER - COMMERCY;Lorraine;CH;550000046;2013;80;85.21;83.26;87.15;78;62.82;51;74;80;93.75;86;98;80;66.25;55;76
CENTRE HOSPITALIER - BAR LE DUC;Lorraine;CH;550003354;2013;80;88.09;85.63;90.56;75;69.33;58;80;80;88.75;80;95;80;75;64;84
HÔPITAL LOCAL JOSSELIN;Bretagne;CH;560000077;2013;80;71.96;69.41;74.52;80;26.25;17;37;80;100;100;100;80;28.75;19;40
HÔPITAL LOCAL YVES LANCO LE PALAIS;Bretagne;CH;560000085;2013;19;53.06;;;17;0;0;0;19;63.16;38;84;19;57.89;33;80
CLINIQUE DES AUGUSTINES MALESTROIT;Bretagne;ESPIC/EBNL;560000184;2013;80;91.64;89.62;93.67;80;98.75;93;99;80;100;100;100;80;98.75;93;99
HÔPITAL LOCAL GUEMENE SUR SCORFF;Bretagne;CH;560000259;2013;80;69.01;66.66;71.37;80;72.5;61;82;80;41.25;30;53;80;83.75;74;91
CENTRE DE POST CURE LE PHARE LORIENT;Bretagne;ESPIC/EBNL;560000390;2013;65;70.67;68.38;72.96;65;9.23;3;19;65;84.62;73;92;65;66.15;53;77
MRC KERALIGUEN LANESTER;Bretagne;ESPIC/EBNL;560000424;2013;80;72.67;70.81;74.52;80;85;75;92;80;92.5;84;97;80;82.5;72;90
CRRF KERPAPE;Bretagne;ESPIC/EBNL;560002024;2013;80;94.7;93.23;96.16;80;82.5;72;90;80;52.5;41;64;77;37.66;27;49
HÔPITAL LOCAL MALESTROIT;Bretagne;CH;560002065;2013;80;82.65;80.74;84.57;80;85;75;92;80;67.5;56;78;80;100;100;100
CENTRE HOSPITALIER PORT LOUIS;Bretagne;CH;560002214;2013;80;87.99;85.86;90.12;80;97.5;91;99;80;100;100;100;80;98.75;93;99
CENTRE HOSPITALIER DE BASSE-VILAINE;Bretagne;CH;560002222;2013;80;83.17;80.93;85.41;68;82.35;71;91;80;98.75;93;99;74;94.59;87;99
MAISON DE SANTÉ SPÉCIALISÉE LE DIVIT;Bretagne;ESPIC/EBNL;560002974;2013;80;94;92.13;95.86;80;91.25;83;97;80;98.75;93;99;80;98.75;93;99
MRC COLPO;Bretagne;ESPIC/EBNL;560003055;2013;80;88.54;86.67;90.42;80;33.75;24;45;80;100;100;100;80;85;75;92
CENTRE HOSPITALIER BRETAGNE SUD LORIENT;Bretagne;CH;560005746;2013;80;82.14;79.71;84.57;80;95;88;99;80;77.5;67;86;80;82.5;72;90
CENTRE HOSPITALIER DU CENTRE BRETAGNE;Bretagne;CH;560014748;2013;80;82.37;80.1;84.65;80;52.5;41;64;80;98.75;93;99;80;85;75;92
CENTRE HOSPITALIER BRETAGNE ATLANTIQUE VANNES;Bretagne;CH;560023210;2013;80;88.58;86.32;90.84;80;83.75;74;91;80;83.75;74;91;80;71.25;60;81
HOPITAL  - SARRALBE;Lorraine;ESPIC/EBNL;570000026;2013;80;67.54;65.64;69.44;80;11.25;5;20;80;100;100;100;80;98.75;93;99
CRS ST LUC ABRESCHVILLER;Lorraine;CH;570000034;2013;80;87.48;85.22;89.73;80;100;100;100;80;88.75;80;95;80;96.25;89;99
HOPITAL DE FREYMING MERLEBACH;Lorraine;ESPIC/EBNL;570000091;2013;75;87.36;84.45;90.26;74;79.73;69;88;75;96;89;99;75;81.33;71;89
CENTRE HOSPITALIER ROBERT PAX;Lorraine;CH;570000158;2013;80;76.09;74;78.18;80;96.25;89;99;80;85;75;92;80;95;88;99
HOSPITALOR  -  FORBACH;Lorraine;ESPIC/EBNL;570000166;2013;80;75.2;73.16;77.24;80;40;29;52;80;80;70;88;80;66.25;55;76
CLINIQUE CHIR. AMBROISE PARE;Lorraine;Privé;570000356;2013;80;92.42;90.73;94.1;80;100;100;100;80;100;100;100;80;87.5;78;94
CENTRE HOSPITALIER  -   BOULAY;Lorraine;CH;570000430;2013;80;79.86;77.63;82.08;80;68.75;57;79;80;67.5;56;78;80;96.25;89;99
CMS CHARLEVILLE;Lorraine;ESPIC/EBNL;570000448;2013;80;97.87;96.89;98.85;80;91.25;83;97;80;80;70;88;80;100;100;100
HOPITAL CHATEAU SALINS;Lorraine;ESPIC/EBNL;570000455;2013;80;83.68;81.1;86.25;80;77.5;67;86;80;97.5;91;99;80;97.5;91;99
MRC LONGEVILLE;Lorraine;ESPIC/EBNL;570000547;2013;80;80.4;79.24;81.56;80;96.25;89;99;80;43.75;33;55;80;96.25;89;99
HOPITAL MARANGE;Lorraine;ESPIC/EBNL;570000562;2013;59;93.58;91.79;95.37;46;97.83;88;99;59;77.97;65;88;58;50;37;63
HÔPITAL D'INSTRUCTION DES ARMÉES LEGOUEST;Service de santé des armées;CH;570000596;2013;58;96;94.64;97.36;58;93.1;83;98;58;100;100;100;58;87.93;77;95
LADAPT THIONVILLE;Lorraine;ESPIC/EBNL;570000794;2013;66;87.18;84;90.36;66;78.79;67;88;66;98.48;92;99;66;56.06;43;68
CMP MAIZEROY;Lorraine;ESPIC/EBNL;570000828;2013;80;85.25;83.29;87.2;80;76.25;65;85;80;98.75;93;99;80;100;100;100
LE HOEBERG SARREGUEMINES;Lorraine;ESPIC/EBNL;570003103;2013;80;92.4;90.95;93.86;80;88.75;80;95;80;81.25;71;89;80;98.75;93;99
C. H. R. - METZ THIONVILLE;Lorraine;CHU;570005165;2013;77;83.27;80.83;85.71;72;83.33;73;91;77;84.42;74;92;75;88;78;94
HOPITAL  - MOYEUVRE GRANDE;Lorraine;ESPIC/EBNL;570009670;2013;80;86.31;83.28;89.33;80;96.25;89;99;80;97.5;91;99;80;90;81;96
ALPHA SANTE;Lorraine;ESPIC/EBNL;570010181;2013;80;53.81;51.38;56.25;80;85;75;92;80;65;53;75;80;45;34;57
CENTRE DE MOYEN SEJOUR GORZE;Lorraine;CH;570011387;2013;80;78.69;76.23;81.14;80;16.25;9;26;80;77.5;67;86;80;7.5;3;16
L'ALLUMAT SCY CHAZELLES;Lorraine;ESPIC/EBNL;570012633;2013;80;77.27;76.71;77.82;80;82.5;72;90;80;61.25;50;72;80;100;100;100
HOPITAUX PRIVES DE METZ;Lorraine;ESPIC/EBNL;570023630;2013;80;97;95.87;98.13;79;98.73;93;99;80;100;100;100;80;98.75;93;99
CENTRE HOSPITALIER INTERCOMMUNAL UNISANTE;Lorraine;CH;570025254;2013;80;68.08;66.05;70.12;77;63.64;52;74;80;100;100;100;80;100;100;100
C.H. DE L'AGGLOMÉRATION DE NEVERS;Bourgogne;CH;580780039;2013;79;82.96;79.83;86.09;78;97.44;91;99;79;98.73;93;99;78;100;100;100
HOPITAL - MDE R CHATEAU-CHINON;Bourgogne;CH;580780047;2013;15;48.48;;;13;0;0;0;15;86.67;60;98;15;73.33;45;92
HOPITAL DE COSNE-COURS/LOIRE;Bourgogne;CH;580780088;2013;80;88;85.37;90.62;78;48.72;37;60;80;58.75;47;70;80;71.25;60;81
CENTRE HOSPITALIER DECIZE;Bourgogne;CH;580780096;2013;80;62.8;60.56;65.03;80;87.5;78;94;80;47.5;36;59;80;42.5;31;54
POLYCLINIQUE DU VAL DE LOIRE;Bourgogne;Privé;580780138;2013;41;35.65;32.82;38.47;41;36.59;22;53;41;100;100;100;41;29.27;16;46
CLINIQUE DU MORVAN SA;Bourgogne;Privé;580780187;2013;80;63.12;61.78;64.46;80;23.75;15;35;80;81.25;71;89;80;8.75;3;17
CENTRE MEDICAL DE LA VENERIE;Bourgogne;Privé;580780203;2013;80;91.15;89.11;93.18;78;71.79;60;81;80;96.25;89;99;78;74.36;63;84
CENTRE HOSPITALIER HENRI DUNANT;Bourgogne;CH;580781136;2013;80;67.69;64.5;70.88;80;97.5;91;99;80;87.5;78;94;80;85;75;92
LE RECONFORT;Bourgogne;Privé;580971349;2013;80;76.28;74.64;77.92;80;87.5;78;94;80;40;29;52;80;37.5;27;49
C.R.F. PASORI;Bourgogne;Privé;580972008;2013;80;96.8;95.72;97.89;80;83.75;74;91;80;76.25;65;85;80;93.75;86;98
POLYCLINIQUE DE GRANDE SYNTHE;Nord Pas de Calais;ESPIC/EBNL;590001749;2013;80;81.55;78.95;84.15;80;98.75;93;99;80;100;100;100;80;90;81;96
POLYCLINIQUE VAUBAN;Nord Pas de Calais;Privé;590008041;2013;80;83;81.13;84.88;80;95;88;99;80;100;100;100;80;41.25;30;53
CENTRE LA ROUGEVILLE;Nord Pas de Calais;Privé;590034732;2013;80;87.76;86.28;89.25;80;75;64;84;80;100;100;100;80;71.25;60;81
MAISON MEDICALE JEAN XXIII;Nord Pas de Calais;ESPIC/EBNL;590049565;2013;47;73.04;69.39;76.68;32;100;100;100;47;6.38;1;18;47;10.64;3;23
GROUPE HOSPITALIER LOOS HAUBOURDIN;Nord Pas de Calais;CH;590053120;2013;80;82.89;80.73;85.06;80;95;88;99;80;46.25;35;58;80;66.25;55;76
CENTRE HOSPITALIER SOMAIN;Nord Pas de Calais;CH;590780052;2013;80;82.85;79.87;85.83;80;67.5;56;78;80;67.5;56;78;80;67.5;56;78
"CENTRE DE RÉÉDUCATION FONCTIONNELLE ""HÉLÈNE BOREL"" RAIMBEAUCOURT";Nord Pas de Calais;ESPIC/EBNL;590780128;2013;68;93.86;92.2;95.53;68;86.76;76;94;68;89.71;80;96;68;67.65;55;79
ETABLISSEMENT PUBLIC DE SANTÉ LES ERABLES - LA BASSEE;Nord Pas de Calais;CH;590780185;2013;80;74.5;71.7;77.29;80;98.75;93;99;80;98.75;93;99;80;95;88;99
C.H.R.U. DE LILLE;Nord Pas de Calais;CHU;590780193;2013;80;85.12;81.89;88.35;77;96.1;89;99;80;58.75;47;70;80;77.5;67;86
HÔPITAL DE SECLIN;Nord Pas de Calais;CH;590780227;2013;80;81.33;79.12;83.54;80;95;88;99;80;90;81;96;80;55;43;66
CENTRE HOSPITALIER ST PHILIBERT;Nord Pas de Calais;ESPIC/EBNL;590780284;2013;80;95.46;94.18;96.74;80;100;100;100;80;100;100;100;80;100;100;100
CENTRE HOSPITALIER DE CAMBRAI;Nord Pas de Calais;CH;590781605;2013;80;86.01;83.57;88.45;77;89.61;80;96;80;72.5;61;82;80;88.75;80;95
CENTRE HOSPITALIER DE LE CATEAU;Nord Pas de Calais;CH;590781621;2013;80;85.87;84.25;87.48;80;97.5;91;99;80;100;100;100;80;76.25;65;85
CENTRE HOSPITALIER HAUTMONT;Nord Pas de Calais;CH;590781647;2013;80;76.3;73.43;79.17;80;76.25;65;85;80;65;53;75;80;67.5;56;78
CENTRE HOSPITALIER LE QUESNOY;Nord Pas de Calais;CH;590781670;2013;80;79.2;76.06;82.34;80;75;64;84;80;83.75;74;91;80;81.25;71;89
CENTRE HOSPITALIER D'AVESNES;Nord Pas de Calais;CH;590781795;2013;80;79.56;77.37;81.75;68;97.06;90;99;80;95;88;99;76;67.11;55;78
CENTRE HOSPITALIER FELLERIES LIESSIES;Nord Pas de Calais;CH;590781811;2013;80;80.04;77.43;82.65;80;72.5;61;82;80;86.25;77;93;80;93.75;86;98
CENTRE HOSPITALIER DE TOURCOING;Nord Pas de Calais;CH;590781902;2013;80;90.98;88.97;92.99;80;98.75;93;99;80;100;100;100;80;56.25;45;67
CLINIQUE DU CROISE LAROCHE  SA;Nord Pas de Calais;Privé;590781951;2013;80;80.17;77.79;82.55;80;93.75;86;98;80;100;100;100;80;82.5;72;90
CENTRE HOSPITALIER DE DENAIN;Nord Pas de Calais;CH;590782165;2013;80;94.43;92.78;96.08;80;95;88;99;80;100;100;100;80;88.75;80;95
CENTRE HOSPITALIER DE SAINT - AMAND;Nord Pas de Calais;CH;590782207;2013;80;72.08;69.62;74.55;80;55;43;66;80;52.5;41;64;80;60;48;71
CENTRE HOSPITALIER VALENCIENNES;Nord Pas de Calais;CH;590782215;2013;80;68.49;64.82;72.17;80;91.25;83;97;80;100;100;100;80;88.75;80;95
CLINIQUE VILLARS;Nord Pas de Calais;Privé;590782280;2013;80;85.73;84.29;87.17;80;93.75;86;98;80;100;100;100;80;100;100;100
CLINIQUE DU PARC;Nord Pas de Calais;Privé;590782298;2013;80;96.96;95.25;98.66;80;96.25;89;99;80;100;100;100;80;90;81;96
CENTRE HOSPITALIER DE ROUBAIX;Nord Pas de Calais;CH;590782421;2013;80;75.89;72.06;79.71;80;95;88;99;80;71.25;60;81;80;91.25;83;97
CENTRE HOSPITALIER WATTRELOS;Nord Pas de Calais;CH;590782439;2013;80;89.61;88.04;91.17;80;98.75;93;99;80;100;100;100;80;100;100;100
CLINIQUE SAINT JEAN;Nord Pas de Calais;Privé;590782496;2013;80;43.35;39.42;47.28;80;57.5;46;69;80;98.75;93;99;80;57.5;46;69
CLINIQUE DE VILLENEUVE D'ASCQ;Nord Pas de Calais;Privé;590782546;2013;80;83.89;81.11;86.66;80;93.75;86;98;80;100;100;100;80;91.25;83;97
CENTRE HOSPITALIER ARMENTIERES;Nord Pas de Calais;CH;590782637;2013;80;74.85;71.27;78.43;79;83.54;73;91;80;92.5;84;97;80;65;53;75
CENTRE HOSPITALIER DE BAILLEUL;Nord Pas de Calais;CH;590782645;2013;80;73.15;70.73;75.57;80;93.75;86;98;80;100;100;100;80;63.75;52;74
CENTRE HOSPITALIER D'HAZEBROUCK;Nord Pas de Calais;CH;590782652;2013;80;66.59;64.08;69.1;80;22.5;14;33;80;100;100;100;80;85;75;92
E.P.S.M BAILLEUL;Nord Pas de Calais;CH;590782678;2013;32;96.39;93.29;99.5;32;96.88;84;99;32;93.75;79;99;32;87.5;71;97
CENTRE DE SSR LES ABEILLES;Nord Pas de Calais;ESPIC/EBNL;590783171;2013;80;92.56;90.56;94.57;80;95;88;99;80;65;53;75;80;88.75;80;95
S.A.S CLINIQUE SAINT ROCH;Nord Pas de Calais;Privé;590783189;2013;80;97.08;96.05;98.11;80;100;100;100;80;93.75;86;98;80;100;100;100
CENTRE HOSPITALIER DE DOUAI;Nord Pas de Calais;CH;590783239;2013;80;87.34;84.72;89.96;80;96.25;89;99;80;100;100;100;80;96.25;89;99
CENTRE HOSPITALIER ZUYDCOOTE;Nord Pas de Calais;CH;590784245;2013;80;91.3;89.59;93.01;80;97.5;91;99;80;86.25;77;93;80;66.25;55;76
CLINIQUE TEISSIER;Nord Pas de Calais;ESPIC/EBNL;590785374;2013;61;75.33;72.64;78.01;59;96.61;88;99;61;100;100;100;60;90;79;96
CENTRE D'ADAPTATION DE L'ENFANCE INFIRME CAMBRAI;Nord Pas de Calais;ESPIC/EBNL;590785424;2013;10;71.6;;;10;30;7;65;10;90;55;99;0;;;
CENTRE HOSPITALIER WASQUEHAL;Nord Pas de Calais;CH;590785663;2013;80;93.13;91.5;94.75;70;100;100;100;80;76.25;65;85;80;95;88;99
UNITÉ LOCALE DE SOINS ESCAUDAIN;Nord Pas de Calais;ESPIC/EBNL;590786984;2013;80;95.03;93.64;96.42;80;95;88;99;80;100;100;100;80;93.75;86;98
MAISON DE CONVALESCENCE LALLAING;Nord Pas de Calais;ESPIC/EBNL;590790473;2013;80;79.54;76.74;82.34;80;96.25;89;99;80;100;100;100;80;97.5;91;99
SA CLINIQUE LES BRUYERES;Nord Pas de Calais;Privé;590791109;2013;80;90.83;88.75;92.9;80;81.25;71;89;80;87.5;78;94;80;100;100;100
UNITÉ LOCALE DE SOINS POUR PERSONNES ÂGÉES FRESNES / ESCAUT;Nord Pas de Calais;ESPIC/EBNL;590797346;2013;80;74.36;73.06;75.66;80;93.75;86;98;80;100;100;100;80;87.5;78;94
ES SAINT VINCENT DE PAUL - LILLE;Nord Pas de Calais;ESPIC/EBNL;590797353;2013;77;82.47;80.01;84.92;73;95.89;88;99;77;100;100;100;75;98.67;93;99
CENTRE DE REEDUCATION L'ESPOIR;Nord Pas de Calais;Privé;590797387;2013;80;82.47;78.82;86.11;80;68.75;57;79;80;70;59;80;80;83.75;74;91
CLINIQUE DE LA MITTERIE;Nord Pas de Calais;Privé;590806360;2013;80;82;79.47;84.53;80;76.25;65;85;80;100;100;100;80;90;81;96
CLINIQUE SAINT ROCH;Nord Pas de Calais;Privé;590809703;2013;80;85.75;83.62;87.87;80;86.25;77;93;80;100;100;100;80;100;100;100
CLINIQUE ST ROCH CONVALESCENCE;Nord Pas de Calais;Privé;590810784;2013;80;90.25;88.05;92.45;80;95;88;99;80;100;100;100;80;71.25;60;81
POLYCLINIQUE VAL DE SAMBRE;Nord Pas de Calais;Privé;590813507;2013;77;60.2;58.82;61.58;76;100;100;100;77;100;100;100;77;0;0;0
CLINIQUE DE FLANDRE;Nord Pas de Calais;Privé;590815056;2013;80;88.01;85.94;90.09;80;87.5;78;94;80;100;100;100;80;98.75;93;99
ETAB HOPALE - CENTRE CLAIR SEJOUR;Nord Pas de Calais;ESPIC/EBNL;590817441;2013;80;79.54;76.37;82.71;80;53.75;42;65;80;91.25;83;97;80;68.75;57;79
POLYCLINIQUE DU VAL DE LYS;Nord Pas de Calais;Privé;590817839;2013;58;65.74;63.5;67.98;56;51.79;38;65;58;100;100;100;58;62.07;48;75
HOP LOCAL CREPY EN VALOIS;Picardie;CH;600100085;2013;80;71.46;68.74;74.18;80;51.25;40;63;80;70;59;80;80;92.5;84;97
GROUPE HOSPITALIER PAUL DOUMER;Ile de France;CHU;600100101;2013;80;90.73;88.14;93.32;79;17.72;10;28;80;91.25;83;97;80;97.5;91;99
CTRE HOSP GEORGES DECROZE;Picardie;CH;600100127;2013;80;84.38;82.22;86.54;80;93.75;86;98;80;47.5;36;59;80;77.5;67;86
CLINIQUE LE VALOIS;Picardie;Privé;600100184;2013;80;96.24;95.35;97.13;80;91.25;83;97;80;100;100;100;80;97.5;91;99
MAISON CONV SPEC CHATEAU DU TILLET;Picardie;ESPIC/EBNL;600100275;2013;80;80.42;78.07;82.78;80;27.5;18;39;80;55;43;66;80;78.75;68;87
FONDATION ALPHONSE DE ROTHSCHILD;Picardie;ESPIC/EBNL;600100283;2013;80;85.67;83.94;87.41;80;70;59;80;80;98.75;93;99;80;100;100;100
MAISON REPOS ET CONVALESCENCE;Picardie;Privé;600100291;2013;80;85.46;83.46;87.45;80;70;59;80;80;98.75;93;99;80;86.25;77;93
CENTRE DE READ. FONC. BOIS LARRIS;Picardie;ESPIC/EBNL;600100309;2013;20;71.38;;;20;40;19;64;20;65;41;85;0;;;
CTRE HOSP DE CHAUMONT EN VEXIN;Picardie;CH;600100572;2013;80;58.87;56.09;61.65;76;84.21;74;92;80;35;25;47;80;77.5;67;86
CTRE HOSP DE CLERMONT;Picardie;CH;600100648;2013;39;92.01;89.74;94.28;36;91.67;77;98;39;48.72;32;65;37;40.54;25;58
CRF LE BELLOY;Picardie;ESPIC/EBNL;600100671;2013;80;92.21;90.48;93.94;80;93.75;86;98;80;100;100;100;80;75;64;84
CTRE HOSP DE BEAUVAIS;Picardie;CH;600100713;2013;80;87.47;84.89;90.04;80;52.5;41;64;80;85;75;92;80;90;81;96
CTRE HOSP DE COMPIEGNE;Picardie;CH;600100721;2013;80;86.23;83.75;88.7;80;86.25;77;93;80;67.5;56;78;80;73.75;63;83
POLYCLINIQUE SAINT-COME S. A.;Picardie;Privé;600100754;2013;80;97;95.85;98.16;80;92.5;84;97;80;100;100;100;80;93.75;86;98
CENTRE MEDICAL LEOPOLD BELLAN;Picardie;ESPIC/EBNL;600100796;2013;80;92.97;91.43;94.52;80;75;64;84;80;96.25;89;99;80;12.5;6;22
MAISON DE CONVALESCENCE L'OASIS;Picardie;Privé;600100861;2013;80;78.12;75.67;80.56;80;37.5;27;49;80;91.25;83;97;80;91.25;83;97
CRF ST LAZARE;Picardie;ESPIC/EBNL;600101679;2013;57;81.92;78.87;84.96;57;42.11;29;56;57;85.96;74;94;57;52.63;39;66
MAISON CONV PAVILLON DE LA CHAUSSEE;Picardie;ESPIC/EBNL;600101687;2013;80;96.79;95.3;98.29;80;100;100;100;80;100;100;100;80;97.5;91;99
CTRE READAPTATION CARDIAQUE L BELLAN;Picardie;ESPIC/EBNL;600101943;2013;80;64.9;62.79;67.01;80;100;100;100;80;65;53;75;80;100;100;100
GROUPE HOSPITALIER PUBLIC DU SUD DE L'OISE;Picardie;CH;600101984;2013;80;74.9;71.98;77.83;80;93.75;86;98;80;42.5;31;54;80;75;64;84
MAIS DE CONVALESCENCE FONDATION CONDE MOYEN SEJOUR;Picardie;ESPIC/EBNL;600111124;2013;80;82.93;81.78;84.08;80;96.25;89;99;80;73.75;63;83;80;95;88;99
SSR CLINIQUE ST DOMINIQUE - FLERS;Basse Normandie;Privé;610006371;2013;80;78.61;76.98;80.24;80;95;88;99;80;100;100;100;80;93.75;86;98
CLINIQUE D'ALENCON;Basse Normandie;Privé;610006421;2013;80;74.42;73.32;75.52;80;90;81;96;80;92.5;84;97;80;85;75;92
CENTRE HOSPITALIER DE L'AIGLE;Basse Normandie;CH;610780074;2013;80;90.78;88.69;92.87;80;82.5;72;90;80;100;100;100;80;81.25;71;89
CENTRE HOSPITALIER ALENCON;Basse Normandie;CH;610780082;2013;80;72.62;68.69;76.55;80;77.5;67;86;80;92.5;84;97;80;68.75;57;79
CENTRE HOSPITALIER ARGENTAN;Basse Normandie;CH;610780090;2013;80;81.15;79.63;82.66;80;97.5;91;99;80;100;100;100;80;97.5;91;99
CENTRE HOSPITALIER MORTAGNE;Basse Normandie;CH;610780124;2013;80;97.54;96.22;98.86;78;97.44;91;99;80;96.25;89;99;80;96.25;89;99
CENTRE DE SOINS DE SUITE LE PARC;Basse Normandie;ESPIC/EBNL;610780371;2013;80;97.69;96.79;98.6;80;93.75;86;98;80;96.25;89;99;80;96.25;89;99
CMPR DE BAGNOLES DE L'ORNE;Basse Normandie;ESPIC/EBNL;610784423;2013;80;97.59;96.75;98.42;80;95;88;99;80;90;81;96;80;97.5;91;99
C. H. INTERCOMMUNAL DES ANDAINES;Basse Normandie;CH;610790594;2013;80;80.71;77.96;83.45;80;47.5;36;59;80;86.25;77;93;80;97.5;91;99
ETAB HOPALE CTRE CALOT/HELIO;Nord Pas de Calais;ESPIC/EBNL;620000026;2013;80;75.22;72.05;78.39;80;52.5;41;64;80;97.5;91;99;80;63.75;52;74
POLYCLINIQUE RIAUMONT DE LIEVIN;Nord Pas de Calais;ESPIC/EBNL;620003350;2013;80;66.83;64.24;69.43;80;82.5;72;90;80;36.25;26;48;80;95;88;99
ETAB HOPALE - CENTRE SAINTE BARBE;Nord Pas de Calais;ESPIC/EBNL;620003822;2013;48;79.33;74.68;83.97;48;50;35;65;48;83.33;70;93;48;58.33;43;72
CLINIQUE MAHAUT DE TERMONDE;Nord Pas de Calais;Privé;620012948;2013;80;64.77;61.9;67.64;80;85;75;92;80;100;100;100;80;86.25;77;93
POLYCLINIQUE DE DIVION;Nord Pas de Calais;ESPIC/EBNL;620025346;2013;80;73.77;71.64;75.9;80;87.5;78;94;80;98.75;93;99;80;90;81;96
HOPALE REEDUCATION-CENTRE ARRAS;Nord Pas de Calais;Privé;620026401;2013;74;89.9;86.98;92.81;74;45.95;34;58;74;100;100;100;74;85.14;75;92
ETABLISSEMENT HOPALE-CENTRE CALVÉ;Nord Pas de Calais;ESPIC/EBNL;620027664;2013;71;83.15;79.92;86.39;71;60.56;48;72;71;80.28;69;89;70;60;48;72
MARITIME DE BERCK;Ile de France;CHU;620100016;2013;80;66.46;63.49;69.43;80;36.25;26;48;80;73.75;63;83;80;40;29;52
CENTRE HOSPITALIER D'ARRAS;Nord Pas de Calais;CH;620100057;2013;80;59.74;57.25;62.24;77;97.4;91;99;80;77.5;67;86;80;65;53;75
