finess;rs_finess;finess_geo;rs_finess_geo;region;participation;Depot;nb_rep_score_all_rea_ajust;score_all_rea_ajust;classement;evolution;nb_rep_score_accueil_rea_ajust;score_accueil_rea_ajust;nb_rep_score_PECinf_rea_ajust;score_PECinf_rea_ajust;nb_rep_score_PECmed_rea_ajust;score_PECmed_rea_ajust;nb_rep_score_chambre_rea_ajust;score_chambre_rea_ajust;nb_rep_score_repas_rea_ajust;score_repas_rea_ajust;nb_rep_score_sortie_rea_ajust;score_sortie_rea_ajust
140000100;CENTRE HOSPITALIER REGIONAL UNIVERSITAIRE;140000209;CHU COTE DE NACRE - CAEN;Normandie;1- Obligatoire;1- Oui;104;69.29;D;2-Stable;104;69.01;104;78.73;104;76.39;104;63.5;104;51.3;104;61.84
140000118;CENTRE HOSPITALIER DE FALAISE;140000233;CENTRE HOSPITALIER DE FALAISE;Normandie;1- Obligatoire;1- Oui;46;71.63;C;4-Non calculable;46;68.49;46;80.63;46;78.21;46;69.89;46;70.13;46;60.2
140000290;CLINIQUE NOTRE DAME - VIRE;140000290;CLINIQUE NOTRE DAME - VIRE;Normandie;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
140000159;CENTRE HOSPITALIER DE VIRE;140000373;CENTRE HOSPITALIER DE VIRE;Normandie;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
140000555;CENTRE REGIONAL DE LUTTE CONTRE LE CANCER FRANCOIS BACLESSE;140000555;CRLCC FRANCOIS BACLESSE - CAEN;Normandie;1- Obligatoire;1- Oui;134;78.19;A;2-Stable;134;77.21;134;87.39;134;83.66;134;76.9;134;67.56;134;66.46
140000100;CENTRE HOSPITALIER REGIONAL UNIVERSITAIRE;140004383;CHR GEORGES CLEMENCEAU - CAEN;Normandie;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
140016759;POLYCLINIQUE DU PARC - CAEN;140016759;POLYCLINIQUE DU PARC - CAEN;Normandie;1- Obligatoire;1- Oui;198;74.04;B;4-Non calculable;198;75.24;198;81.05;198;81.06;198;69.04;198;61.02;198;65.81
140017237;HOPITAL PRIVE ST MARTIN-CAEN;140017237;HOPITAL PRIVE ST MARTIN-CAEN;Normandie;1- Obligatoire;1- Oui;223;75.46;B;3-Amélioration;223;77.5;223;82.9;223;82.29;223;74.06;223;59.55;223;63.85
140018730;POLYCLINIQUE DE LISIEUX;140018730;POLYCLINIQUE DE LISIEUX;Normandie;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
140000092;CH BAYEUX;140024886;CENTRE HOSPITALIER - BAYEUX;Normandie;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
140026279;CH DE LA COTE FLEURIE;140026410;CH COTE FLEURIE - SITE DE CRICQUEBOEUF;Normandie;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
140026709;POLYCLINIQUE DE DEAUVILLE-CRICQUEBOEUF;140026709;POLYCLINIQUE DE DEAUVILLE-CRICQUEBOEUF;Normandie;1- Obligatoire;1- Oui;56;75.24;B;4-Non calculable;56;78.56;56;80.33;56;81.3;56;74.85;56;52.55;56;65.93
150780088;CENTRE HOSPITALIER DE SAINT FLOUR;150000032;CENTRE HOSPITALIER DE SAINT FLOUR;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
150780096;CENTRE HOSPITALIER H.MONDOR;150000040;CENTRE HOSPITALIER HENRI MONDOR;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;56;65.87;D;2-Stable;56;60.96;56;77.47;56;75.44;56;57.38;56;48.26;56;60.78
150780468;CENTRE HOSPITALIER DE MAURIAC;150000164;CENTRE HOSPITALIER DE MAURIAC;Auvergne-Rhône-Alpes;1- Obligatoire;2- Non;;;NR;4-Non calculable;;;;;;;;;;;;
150780732;CENTRE MEDICO-CHIRURGICAL DE TRONQUIERES;150780732;CENTRE MEDICO CHIRURGICAL TRONQUIERES;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;82;76.09;B;4-Non calculable;82;76.2;82;81.62;82;82.36;82;74.34;82;66.01;82;67.94
160000170;CLINIQUE SAINT-JOSEPH - ANGOULEME;160000170;CLINIQUE SAINT-JOSEPH - ANGOULEME;Nouvelle Aquitaine;1- Obligatoire;1- Oui;48;74.48;B;4-Non calculable;48;71.07;48;82;48;84.13;48;67.24;48;66.09;48;67.34
160000451;CENTRE HOSPITALIER D''ANGOULEME;160000253;CENTRE HOSPITALIER D'ANGOULEME;Nouvelle Aquitaine;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
160000279;CLINIQUE DE COGNAC;160000279;CLINIQUE DE COGNAC;Nouvelle Aquitaine;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
160006037;CH HOPITAUX DU SUD CHARENTE;160000303;CH HOPITAUX SUD-CHARENTE - BARBEZIEUX;Nouvelle Aquitaine;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
160000485;CENTRE HOSPITALIER DE CONFOLENS;160000311;CENTRE HOSPITALIER - CONFOLENS;Nouvelle Aquitaine;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
160000493;CENTRE HOSPITALIER DE RUFFEC;160000337;CENTRE HOSPITALIER DE RUFFEC;Nouvelle Aquitaine;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
160013207;CENTRE CLINICAL SA;160013207;CENTRE CLINICAL SA;Nouvelle Aquitaine;1- Obligatoire;1- Oui;142;75.75;B;4-Non calculable;142;78.64;142;82.05;142;80.38;142;76.22;142;57.05;142;65.91
160014411;CTRE HOSP INTERCOMM DU PAYS DE COGNAC;160015368;CHI DU PAYS DE COGNAC;Nouvelle Aquitaine;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
170780050;CENTRE HOSPITALIER DE JONZAC;170000038;CENTRE HOSPITALIER JONZAC;Nouvelle Aquitaine;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
170024194;CH GROUPE HOSPITALIER DE LA ROCHELLE-RE-AUNIS;170000087;HOPITAL SAINT-LOUIS - LA ROCHELLE;Nouvelle Aquitaine;1- Obligatoire;1- Oui;142;70.98;C;2-Stable;142;68.67;142;80.03;142;77.58;142;69.34;142;53.97;142;63.54
170780167;CH DE SAINT-JEAN D''ANGELY;170000095;CENTRE HOSPITALIER ST-JEAN D'ANGELY;Nouvelle Aquitaine;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
170780175;CTRE HOSP. DE SAINTONGE - SAINTES;170000103;CTRE HOSP. DE SAINTONGE - SAINTES;Nouvelle Aquitaine;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
170780191;CENTRE HOSPITALIER DE ROYAN;170000129;CENTRE HOSPITALIER ROYAN;Nouvelle Aquitaine;1- Obligatoire;2- Non;;;NR;4-Non calculable;;;;;;;;;;;;
170780225;CENTRE HOSPITALIER ROCHEFORT;170000152;CENTRE HOSPITALIER ROCHEFORT;Nouvelle Aquitaine;1- Obligatoire;1- Oui;404;71.48;C;2-Stable;404;72.33;404;80.16;404;76.98;404;72.5;404;54.88;404;59.22
170780563;ETAB. DE SOINS PASTEUR - ROYAN;170780563;ETAB. DE SOINS PASTEUR - ROYAN;Nouvelle Aquitaine;1- Obligatoire;1- Oui;205;76.55;B;2-Stable;205;78.5;205;83.17;205;82.12;205;72.42;205;64.49;205;68.44
170780613;CLINIQUE DU MAIL - LA ROCHELLE;170780613;CLINIQUE DU MAIL - LA ROCHELLE;Nouvelle Aquitaine;1- Obligatoire;1- Oui;251;75.21;B;2-Stable;251;73.6;251;82.57;251;82.46;251;73.4;251;56.95;251;68.14
170780621;POLYCLINIQUE SAINT GEORGES;170780621;POLYCLINIQUE SAINT GEORGES;Nouvelle Aquitaine;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
170780647;CLINIQUE RICHELIEU - SAINTES;170780647;CLINIQUE RICHELIEU - SAINTES;Nouvelle Aquitaine;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
170780662;CAPIO CLINIQUE DE L''ATLANTIQUE;170780662;CAPIO CLINIQUE DE L'ATLANTIQUE;Nouvelle Aquitaine;1- Obligatoire;1- Oui;82;77.47;A;2-Stable;82;80.09;82;82.38;82;82.44;82;76.77;82;62.26;82;69.38
180000028;CH JACQUES COEUR  DE BOURGES;180000010;CH  BOURGES - JACQUES COEUR;Centre-Val de Loire;1- Obligatoire;1- Oui;46;72.32;C;4-Non calculable;46;73.7;46;81.25;46;77.8;46;66.9;46;63.58;46;62.01
180000051;CH DE VIERZON;180000200;CH DE VIERZON;Centre-Val de Loire;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
180000069;CH DE SAINT AMAND-MONTROND;180000283;CH SAINT AMAND-MONTROND;Centre-Val de Loire;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
180000358;CLINIQUE DES GRAINETIERES;180000358;CLINIQUE DES GRAINETIERES;Centre-Val de Loire;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
180004145;HOPITAL PRIVE GUILLAUME DE VARYE;180004145;HOPITAL PRIVE GUILLAUME DE VARYE;Centre-Val de Loire;1- Obligatoire;1- Oui;49;73.97;C;4-Non calculable;49;74.8;49;79.93;49;81.09;49;70.25;49;59.44;49;64.49
190000042;CENTRE HOSPITALIER DUBOIS BRIVE;190000018;CENTRE HOSPITALIER DUBOIS BRIVE;Nouvelle Aquitaine;1- Obligatoire;1- Oui;47;72.38;C;4-Non calculable;47;72.2;47;82.46;47;78.86;47;67;47;63.5;47;61.82
190000059;CENTRE HOSPITALIER COEUR DE CORREZE;190000026;CENTRE HOSPITALIER COEUR DE CORREZE;Nouvelle Aquitaine;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
190000067;HOPITAL LOCAL DE BORT-LES-ORGUES;190000034;HOPITAL LOCAL DE BORT LES ORGUES;Nouvelle Aquitaine;2- Facultatif;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
190000075;CENTRE HOSPITALIER D''USSEL;190000091;CENTRE HOSPITALIER D'USSEL;Nouvelle Aquitaine;1- Obligatoire;1- Oui;40;74.47;B;4-Non calculable;40;72.58;40;82.54;40;76.72;40;77.78;40;72.28;40;62.23
190000224;CLINIQUE LES CEDRES BRIVE;190000224;CLINIQUE LES CEDRES BRIVE;Nouvelle Aquitaine;1- Obligatoire;1- Oui;186;74.7;B;3-Amélioration;186;76.57;186;81.84;186;81.03;186;73.73;186;57.79;186;64.71
190000257;CLINIQUE  SAINT-GERMAIN  BRIVE;190000257;CLINIQUE  SAINT-GERMAIN  BRIVE;Nouvelle Aquitaine;1- Obligatoire;1- Oui;63;74.56;B;4-Non calculable;63;74.24;63;82.37;63;80.33;63;71.97;63;65.03;63;64.51
210011847;POLYCLINIQUE DU PARC DREVON;210011847;POLYCLINIQUE DU PARC DREVON;Bourgogne-Franche-Comté;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
210780110;CLINIQUE SAINTE MARTHE DIJON;210780110;CLINIQUE SAINTE MARTHE DIJON;Bourgogne-Franche-Comté;1- Obligatoire;1- Oui;214;69.87;D;2-Stable;214;67.99;214;78.5;214;80.06;214;68.53;214;59.52;214;55.24
210780136;CLINIQUE MEDICO CHIRURGICALE CHENOVE;210780136;CLINIQUE MEDICO CHIRURGICALE CHENOVE;Bourgogne-Franche-Comté;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
210780789;CLINIQUE MUTUALISTE BENIGNE-JOLY A TALANT;210780789;CLINIQUE MUTUALISTE BENIGNE JOLY;Bourgogne-Franche-Comté;1- Obligatoire;1- Oui;38;71.25;C;4-Non calculable;38;70.91;38;76.9;38;78.08;38;73.1;38;59.88;38;61.52
210780979;CLINIQUE FONTAINE LES DIJON;210780979;CLINIQUE FONTAINE LES DIJON;Bourgogne-Franche-Comté;1- Obligatoire;1- Oui;129;74.87;B;2-Stable;129;72.79;129;83.97;129;83.6;129;70.28;129;61.58;129;66.09
210780581;CENTRE HOSPITALIER UNIVERSITAIRE DE DIJON;210987558;HOPITAL LE BOCAGE CHRU DIJON;Bourgogne-Franche-Comté;1- Obligatoire;1- Oui;512;71.37;C;3-Amélioration;512;71.42;512;78.55;512;77.22;512;72.29;512;59.51;512;60.16
210012175;HOSPICES CIVILS DE BEAUNE;210987574;CH ARNAY LE DUC;Bourgogne-Franche-Comté;2- Facultatif;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
210012142;CENTRE HOSPITALIER DE LA HAUTE COTE-D''OR;210987608;CH HAUTE COTE D OR;Bourgogne-Franche-Comté;2- Facultatif;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
210012175;HOSPICES CIVILS DE BEAUNE;210987657;HOSPICES CIVILS DE BEAUNE;Bourgogne-Franche-Comté;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
210012142;CENTRE HOSPITALIER DE LA HAUTE COTE-D''OR;210987665;CH HCO SITE DE CHATILLON SUR SEINE;Bourgogne-Franche-Comté;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
210012142;CENTRE HOSPITALIER DE LA HAUTE COTE-D''OR;210987673;CH HCO SITE DE MONTBARD;Bourgogne-Franche-Comté;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
210012142;CENTRE HOSPITALIER DE LA HAUTE COTE-D''OR;210987681;CH HCO SITE DE SAULIEU;Bourgogne-Franche-Comté;2- Facultatif;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
210780706;CENTRE HOSPITALIER ROBERT MORLEVAT SEMUR EN AUXOIS;210987699;CENTRE HOSPITALIER ROBERT MORLEVAT;Bourgogne-Franche-Comté;1- Obligatoire;1- Oui;89;73.2;C;1-Diminution;89;75.67;89;80.71;89;75.16;89;71.03;89;64.36;89;63.07
210987731;CENTRE DE LUTTE CONTRE LE CANCER GEORGES-FRANCOIS LECLERC;210987731;CLCC GEORGES-FRANCOIS LECLERC;Bourgogne-Franche-Comté;1- Obligatoire;1- Oui;35;81.6;A;4-Non calculable;35;79.76;35;87.02;35;85.96;35;78.76;35;80.1;35;75.69
220000020;CENTRE HOSPITALIER DE SAINT BRIEUC;220000012;CENTRE HOSPITALIER YVES LE FOLL;Bretagne;1- Obligatoire;1- Oui;77;74.64;B;4-Non calculable;77;75.97;77;82.16;77;81.53;77;69.8;77;63.39;77;66.06
220000046;CENTRE HOSPITALIER DINAN;220000095;CTRE HOSPITALIER DINAN;Bretagne;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
220000111;POLYCLINIQUE DU TREGOR;220000111;POLYCLINIQUE DU TREGOR;Bretagne;1- Obligatoire;1- Oui;65;76.53;B;1-Diminution;65;81.26;65;81.79;65;81.35;65;78;65;59.39;65;64.67
220000079;CENTRE HOSPITALIER GUINGAMP;220000343;CENTRE HOSPITALIER GUINGAMP;Bretagne;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
220000103;CENTRE HOSPITALIER GENERAL -  LANNION;220000368;CENTRE HOSPITALIER LANNION;Bretagne;1- Obligatoire;1- Oui;121;73.3;C;2-Stable;121;74.57;121;82.26;121;79.18;121;68.88;121;64.03;121;61.99
220000152;CENTRE HOSPITALIER GENERAL    DE PAIMPOL;220000541;CENTRE HOSPITALIER PAIMPOL;Bretagne;1- Obligatoire;1- Oui;41;78.73;A;2-Stable;41;79.73;41;84.23;41;82.2;41;77.4;41;63.58;41;75.28
220005599;POLYCLINIQUE DU PAYS DE RANCE;220005599;POLYCLINIQUE DU PAYS DE RANCE;Bretagne;1- Obligatoire;1- Oui;39;77.75;A;4-Non calculable;39;76.94;39;82.38;39;84.81;39;75.47;39;59.84;39;73.93
220022800;HOPITAL PRIVE DES COTES D''ARMOR;220022800;HOPITAL PRIVÉ DES COTES D'ARMOR;Bretagne;1- Obligatoire;1- Oui;190;76.2;B;2-Stable;190;78.78;190;83.34;190;81.64;190;82.09;190;58.59;190;60.19
230780041;CENTRE HOSPITALIER DE GUERET;230000820;CENTRE HOSPITALIER GUERET;Nouvelle Aquitaine;1- Obligatoire;1- Oui;63;75.1;B;4-Non calculable;63;73.05;63;82.24;63;78.92;63;77.3;63;64.14;63;68.08
230780066;CENTRE HOSPITALIER BERNARD DESPLAS DE BOURGANEUF;230000846;C H BERNARD DESPLAS  BOURGANEUF;Nouvelle Aquitaine;2- Facultatif;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
230780082;CENTRE MEDICAL NATIONAL ALFRED LEUNE - MGEN;230780082;CENTRE MEDICAL NATIONAL SAINTE FEYRE;Nouvelle Aquitaine;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
230780157;CLINIQUE DE LA MARCHE GUERET;230780157;CLINIQUE DE LA MARCHE GUERET;Nouvelle Aquitaine;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
240000190;SOCIETE ANONYME POLYCLINIQUE FRANCHEVILLE;240000190;POLYCLINIQUE FRANCHEVILLE;Nouvelle Aquitaine;1- Obligatoire;1- Oui;124;75.59;B;4-Non calculable;124;74.21;124;82.96;124;83.51;124;73.07;124;54.72;124;69.36
240000208;CLINIQUE PASTEUR;240000208;CLINIQUE PASTEUR;Nouvelle Aquitaine;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
240000216;SA CLINIQUE DU PARC;240000216;CLINIQUE DU PARC;Nouvelle Aquitaine;1- Obligatoire;1- Oui;62;81.63;A;4-Non calculable;62;80.12;62;86.94;62;88.14;62;78.53;62;75.24;62;75.28
240000059;CENTRE HOSPITALIER SAMUEL POZZI;240000372;C.H DE BERGERAC;Nouvelle Aquitaine;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
240000117;CENTRE HOSPITALIER DE PERIGUEUX;240000489;CENTRE HOSPITALIER DE PERIGUEUX;Nouvelle Aquitaine;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
240000448;CENTRE HOSPITALIER JEAN LECLAIRE;240000687;CENTRE HOSPITALIER SARLAT;Nouvelle Aquitaine;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
900000365;HOPITAL NORD FRANCHE COMTE;250000114;CH BOULLOCHE HNFC MONTBELIARD;Bourgogne-Franche-Comté;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
250000270;CAPIO CLINIQUE SAINT VINCENT BESANCON;250000270;CAPIO CLINIQUE SAINT VINCENT BESANCON;Bourgogne-Franche-Comté;1- Obligatoire;1- Oui;402;76.12;B;2-Stable;402;75.84;402;82.56;402;83;402;73.87;402;62.22;402;69.04
250000452;CHI HAUTE COMTE;250000700;CHI HC SITE RIVES DU DOUBS PONTARLIER;Bourgogne-Franche-Comté;1- Obligatoire;1- Oui;248;72.84;C;2-Stable;248;71.24;248;80.07;248;76.9;248;73.34;248;72.25;248;61.23
900000365;HOPITAL NORD FRANCHE COMTE;250004009;LE MITTAN ANNEXE DU HNFC;Bourgogne-Franche-Comté;2- Facultatif;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
250000015;CHRU BESANCON;250006954;CHRU JEAN MINJOZ;Bourgogne-Franche-Comté;1- Obligatoire;1- Oui;92;70.05;D;1-Diminution;92;71.29;92;78.21;92;75.43;92;68.73;92;56.32;92;58.49
250011848;HOSPITALIA MUTUALITE POLYCLINIQUE DE FRANCHE COMTE;250011848;HOSPITALIA MUTUALITE PFC;Bourgogne-Franche-Comté;1- Obligatoire;1- Oui;132;75.88;B;2-Stable;132;77.56;132;81.52;132;80.8;132;73.22;132;71.25;132;65.1
260000021;CH DE VALENCE;260000013;CH DE VALENCE;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;576;72.14;C;2-Stable;576;68.79;576;80.72;576;78.38;576;73.73;576;60.6;576;62.03
260016910;HOPITAUX DROME NORD;260000120;HOPITAUX DROME NORD - ROMANS-SUR-ISERE;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;154;71.72;C;4-Non calculable;154;74.21;154;81.4;154;77.26;154;68.92;154;61.2;154;57.35
260000047;CH DE MONTELIMAR;260000138;GR. HOSP. PORTES PROVENCE - MONTELIMAR;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;75;70.93;C;4-Non calculable;75;66.79;75;80.51;75;79.69;75;71.45;75;58.81;75;59.55
260000054;CENTRE HOSPITALIER DE CREST;260000146;CENTRE HOSPITALIER DE CREST;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
260000195;CLINIQUE PNEUMOLOGIE LES RIEUX;260000195;CLINIQUE PNEUMOLOGIE LES RIEUX;Auvergne-Rhône-Alpes;2- Facultatif;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
260016910;HOPITAUX DROME NORD;260000203;HOPITAUX DROME NORD - SAINT-VALLIER;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
260000260;CLINIQUE LA PARISIERE;260000260;CLINIQUE LA PARISIÈRE;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;42;75.57;B;4-Non calculable;42;76.54;42;81.33;42;79.6;42;77.38;42;67.54;42;62.72
260000104;CENTRE HOSPITALIER DE DIE;260000286;CENTRE HOSPITALIER DIE;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
260003017;CLINIQUE KENNEDY;260003017;CLINIQUE KENNEDY;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;151;74.85;B;2-Stable;151;75.67;151;82.59;151;82.22;151;71.99;151;62.06;151;63.67
260006267;CLINIQUE GENERALE VALENCE;260006267;CLINIQUE GÉNÉRALE VALENCE;Auvergne-Rhône-Alpes;2- Facultatif;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
270000060;CENTRE HOSPITALIER DE BERNAY;270000045;CH BERNAY;Normandie;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
270000326;CLINIQUE CHIRURGICALE PASTEUR EVREUX;270000326;CLINIQUE CHIRURGICALE PASTEUR EVREUX;Normandie;1- Obligatoire;1- Oui;68;74.49;B;4-Non calculable;68;79.16;68;79.3;68;77.11;68;74.36;68;67.62;68;63.63
270023724;CENTRE HOSPITALIER EURE-SEINE;270000359;CH EVREUX CH EURE-SEINE;Normandie;1- Obligatoire;2- Non;;;NR;4-Non calculable;;;;;;;;;;;;
270000086;POLE SANITAIRE DU VEXIN CH GISORS;270000367;CH GISORS;Normandie;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
760024042;CHI ELBEUF-LOUVIERS VAL DE REUIL;270000391;CH LOUVIERS CHI ELBEUF;Normandie;2- Facultatif;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
270000102;CENTRE HOSPITALIER DE PONT-AUDEMER;270000425;CH PONT-AUDEMER;Normandie;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
270000110;CENTRE HOSPITALIER DE VERNEUIL-SUR-AVRE;270000441;CH VERNEUIL-SUR-AVRE;Normandie;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
270023724;CENTRE HOSPITALIER EURE-SEINE;270000458;CH VERNON CH EURE-SEINE;Normandie;1- Obligatoire;2- Non;;;NR;4-Non calculable;;;;;;;;;;;;
270000862;CLINIQUE BERGOUIGNAN;270000862;CLINIQUE BERGOUIGNAN;Normandie;1- Obligatoire;1- Oui;37;71.54;C;1-Diminution;37;71.48;37;78.93;37;78.17;37;68.76;37;67.79;37;60.19
280000183;CENTRE HOSPITALIER DE DREUX;280000084;CH DREUX;Centre-Val de Loire;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
280000225;CH DE LA LOUPE;280000100;CH DE LA LOUPE;Centre-Val de Loire;2- Facultatif;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
280000159;CLINIQUE NOTRE DAME DU BON SECOURS;280000159;ANNEXE NOTRE DAME DU BON SECOURS;Centre-Val de Loire;1- Obligatoire;2- Non;;;NR;4-Non calculable;;;;;;;;;;;;
280000449;CLINIQUE CARDIOLOGIQUE MAISON BLANCHE;280000449;CLINIQUE CARDIOLOGIQUE MAISON BLANCHE;Centre-Val de Loire;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
280500075;CENTRE HOSPITALIER DE CHATEAUDUN;280000662;CH CHATEAUDUN;Centre-Val de Loire;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
280000589;CH DE NOGENT LE ROTROU;280502998;CH NOGENT LE ROTROU - NOUVEL HÔPITAL;Centre-Val de Loire;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
280000134;CH DE CHARTRES;280504267;CH CHARTRES LOUIS PASTEUR-LE COUDRAY;Centre-Val de Loire;1- Obligatoire;1- Oui;233;70.24;D;2-Stable;233;71.92;233;78.98;233;76.18;233;66.93;233;54.85;233;60.46
280505777;NOUVELLE CLINIQUE SAINT FRANCOIS;280505777;HOPITAL PRIVE D'EURE ET LOIR;Centre-Val de Loire;1- Obligatoire;1- Oui;62;73.94;C;4-Non calculable;62;76.11;62;77.2;62;81.5;62;75.63;62;50.03;62;66.34
290020700;CENTRE HOSPITALIER INTERCOMMUNAL DE CORNOUAILLE;290000025;CHIC QUIMPER;Bretagne;1- Obligatoire;1- Oui;223;71.1;C;4-Non calculable;223;71.57;223;78.71;223;75.77;223;71.31;223;57.23;223;61.37
290021542;CENTRE HOSPITALIER DES PAYS DE MORLAIX;290000033;C.H. DES PAYS DE MORLAIX;Bretagne;1- Obligatoire;1- Oui;54;71.36;C;2-Stable;54;70.58;54;79.53;54;76.72;54;67.86;54;56.18;54;65.27
290000017;CENTRE HOSPITALIER REGIONAL ET UNIVERSITAIRE DE BREST;290000058;CHRU BREST SITE HOPITAL MORVAN;Bretagne;1- Obligatoire;1- Oui;226;70.54;D;4-Non calculable;226;67.27;226;81.25;226;78.95;226;62.99;226;55.18;226;63.72
290020700;CENTRE HOSPITALIER INTERCOMMUNAL DE CORNOUAILLE;290000066;CHIC SITE DE CONCARNEAU;Bretagne;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
290000140;CLINIQUE PASTEUR LANROZE;290000140;CLINIQUE PASTEUR LANROZE;Bretagne;1- Obligatoire;1- Oui;136;75.12;B;2-Stable;136;72.44;136;83.17;136;83.89;136;68.79;136;59.34;136;70.26
290000041;CENTRE HOSPITALIER FERDINAND GRALL LANDERNEAU;290000173;CH FERDINAND GRALL LANDERNEAU;Bretagne;1- Obligatoire;1- Oui;61;76.82;B;4-Non calculable;61;75.96;61;83.14;61;78.88;61;76.61;61;71.81;61;69.13
290000074;CENTRE HOSPITALIER DE DOUARNENEZ;290000181;CENTRE HOSPITALIER DOUARNENEZ;Bretagne;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
